Expense_ID,Invoice_Date,Department,Cost_Category,Vendor_Name,Amount_Actual,Country
EXP-001254,2025-10-27,Marketing,Paid Search,Google,237.54,Spain
EXP-001255,2025-10-17,Marketing,Paid Social,Meta,330.28,Spain
EXP-001256,2025-10-30,Marketing,Paid Social,Meta,978.84,Spain
EXP-001257,2025-10-06,Marketing,Paid Search,Google,1442.79,Spain
EXP-001258,2025-10-24,Marketing,Email Marketing,Klaviyo,180.91,Spain
EXP-001259,2025-10-05,Marketing,Paid Search,Google,2752.92,Spain
EXP-001260,2025-10-28,Marketing,Paid Search,Google,478.55,Spain
EXP-001261,2025-10-25,Marketing,Paid Search,Google,293.59,Spain
EXP-001262,2025-10-23,Marketing,Email Marketing,Klaviyo,512.97,Spain
EXP-001263,2025-10-29,Marketing,Paid Search,Google,718.17,Spain
EXP-001264,2025-10-30,Marketing,Paid Search,Google,1051.35,Spain
EXP-001265,2025-10-06,Marketing,Paid Social,Meta,61.01,Spain
EXP-001266,2025-10-10,Marketing,Paid Search,Google,140.69,Spain
EXP-001267,2025-10-12,Marketing,Paid Search,Google,511.1,Spain
EXP-001268,2025-10-26,Marketing,Paid Social,Meta,1759.59,Spain
EXP-001269,2025-10-01,Marketing,Paid Social,Meta,71.24,Spain
EXP-001270,2025-10-11,Marketing,Paid Search,Google,2369.48,Spain
EXP-001271,2025-10-27,Marketing,Paid Social,Meta,605.54,Spain
EXP-001272,2025-10-04,Marketing,Paid Social,Meta,207.19,Spain
EXP-001273,2025-11-16,Marketing,Paid Social,Meta,1111.54,Spain
EXP-001274,2025-11-03,Marketing,Paid Social,Meta,713.31,Spain
EXP-001275,2025-11-28,Marketing,Paid Social,Meta,829.66,Spain
EXP-001276,2025-11-14,Marketing,Paid Social,Meta,1407.55,Spain
EXP-001277,2025-11-04,Marketing,Paid Social,Meta,389.28,Spain
EXP-001278,2025-11-05,Marketing,Paid Search,Google,863.71,Spain
EXP-001279,2025-11-17,Marketing,Paid Search,Google,447.5,Spain
EXP-001280,2025-11-13,Marketing,Paid Social,Meta,820.35,Spain
EXP-001281,2025-11-26,Marketing,Paid Search,Google,1159.19,Spain
EXP-001282,2025-11-29,Marketing,Paid Search,Google,1656.69,Spain
EXP-001283,2025-11-12,Marketing,Paid Social,Meta,1382.65,Spain
EXP-001284,2025-11-24,Marketing,Paid Search,Google,1384.74,Spain
EXP-001285,2025-11-12,Marketing,Paid Search,Google,35.27,Spain
EXP-001286,2025-11-28,Marketing,Paid Social,Meta,56.53,Spain
EXP-001287,2025-11-15,Marketing,Paid Search,Google,105.78,Spain
EXP-001288,2025-11-28,Marketing,Paid Search,Google,366.96,Spain
EXP-001289,2025-11-29,Marketing,Paid Search,Google,616.76,Spain
EXP-001290,2025-11-23,Marketing,Paid Social,Meta,116.16,Spain
EXP-001291,2025-11-04,Marketing,Email Marketing,Klaviyo,1307.8,Spain
EXP-001292,2025-11-14,Marketing,Paid Social,Meta,846.41,Spain
EXP-001293,2025-11-25,Marketing,Paid Search,Google,199.33,Spain
EXP-001294,2025-11-13,Marketing,Paid Social,Meta,280.19,Spain
EXP-001295,2025-11-03,Marketing,Paid Search,Google,466.83,Spain
EXP-001296,2025-11-01,Marketing,Paid Search,Google,296.57,Spain
EXP-001297,2025-11-18,Marketing,Paid Social,Meta,101.68,Spain
EXP-001298,2025-11-24,Marketing,Paid Search,Google,1582.95,Spain
EXP-001299,2025-11-10,Marketing,Paid Search,Google,1231.77,Spain
EXP-001300,2025-11-14,Marketing,Paid Search,Google,293.72,Spain
EXP-001301,2025-11-07,Marketing,Paid Social,Meta,1254.31,Spain
EXP-001302,2025-11-21,Marketing,Paid Social,Meta,2266.93,Spain
EXP-001303,2025-11-29,Marketing,Paid Social,Meta,282.06,Spain
EXP-001304,2025-11-22,Marketing,Paid Search,Google,1776.42,Spain
EXP-001305,2025-11-09,Marketing,Paid Search,Google,427.21,Spain
EXP-001306,2025-11-03,Marketing,Email Marketing,Klaviyo,572.88,Spain
EXP-001307,2025-11-08,Marketing,Paid Social,Meta,428.86,Spain
EXP-001308,2025-11-28,Marketing,Paid Search,Google,510.95,Spain
EXP-001309,2025-11-03,Marketing,Paid Search,Google,363.76,Spain
EXP-001310,2025-11-26,Marketing,Paid Social,Meta,634.02,Spain
EXP-001311,2025-11-26,Marketing,Paid Search,Google,558.28,Spain
EXP-001312,2025-11-09,Marketing,Paid Social,Meta,870.85,Spain
EXP-001313,2025-11-15,Marketing,Paid Search,Google,378.03,Spain
EXP-001314,2025-11-21,Marketing,Paid Search,Google,371.09,Spain
EXP-001315,2025-11-21,Marketing,Paid Search,Google,480.35,Spain
EXP-001316,2025-11-23,Marketing,Paid Search,Google,614.96,Spain
EXP-001317,2025-11-05,Marketing,Paid Social,Meta,1323.94,Spain
EXP-001318,2025-11-24,Marketing,Paid Search,Google,707.25,Spain
EXP-001319,2025-11-27,Marketing,Paid Social,Meta,2086.17,Spain
EXP-001320,2025-11-26,Marketing,Paid Search,Google,1664.7,Spain
EXP-001321,2025-11-04,Marketing,Paid Social,Meta,99.48,Spain
EXP-001322,2025-11-25,Marketing,Paid Social,Meta,2364.52,Spain
EXP-001323,2025-11-17,Marketing,Paid Social,Meta,967.27,Spain
EXP-001324,2025-11-21,Marketing,Paid Search,Google,905.52,Spain
EXP-001325,2025-11-06,Marketing,Email Marketing,Klaviyo,3631.89,Spain
EXP-001326,2025-11-10,Marketing,Paid Social,Meta,1151.15,Spain
EXP-001327,2025-11-10,Marketing,Paid Search,Google,178.11,Spain
EXP-001328,2025-11-06,Marketing,Email Marketing,Mailchimp,177.01,Spain
EXP-001329,2025-11-29,Marketing,Paid Search,Google,1007.66,Spain
EXP-001330,2025-11-05,Marketing,Paid Social,Meta,211.43,Spain
EXP-001331,2025-11-17,Marketing,Paid Social,Meta,899.29,Spain
EXP-001332,2025-11-01,Marketing,Paid Search,Google,1243.62,Spain
EXP-001333,2025-11-05,Marketing,Paid Search,Google,1029.32,Spain
EXP-001334,2025-12-25,Marketing,Paid Search,Google,852.49,Spain
EXP-001335,2025-12-31,Marketing,Paid Search,Google,386.53,Spain
EXP-001336,2025-12-14,Marketing,Paid Social,Meta,548.14,Spain
EXP-001337,2025-12-18,Marketing,Email Marketing,Mailchimp,616.8,Spain
EXP-001338,2025-12-15,Marketing,Paid Search,Google,1267.21,Spain
EXP-001339,2025-12-10,Marketing,Paid Social,Meta,1020.64,Spain
EXP-001340,2025-12-06,Marketing,Paid Search,Google,286.84,Spain
EXP-001341,2025-12-22,Marketing,Paid Search,Google,484.4,Spain
EXP-001342,2025-12-12,Marketing,Paid Search,Google,790.86,Spain
EXP-001343,2025-12-12,Marketing,Email Marketing,Mailchimp,275.82,Spain
EXP-001344,2025-12-06,Marketing,Paid Search,Google,856.53,Spain
EXP-001345,2025-12-15,Marketing,Paid Social,Meta,378.77,Spain
EXP-001346,2025-12-21,Marketing,Paid Social,Meta,411.85,Spain
EXP-001347,2025-12-19,Marketing,Email Marketing,Mailchimp,1811.61,Spain
EXP-001348,2025-12-22,Marketing,Paid Social,Meta,85.16,Spain
EXP-001349,2025-12-03,Marketing,Paid Search,Google,1359.31,Spain
EXP-001350,2025-12-24,Marketing,Paid Social,Meta,746.66,Spain
EXP-001351,2025-12-09,Marketing,Paid Search,Google,367.19,Spain
EXP-001352,2025-12-18,Marketing,Paid Search,Google,232.55,Spain
EXP-001353,2025-12-02,Marketing,Paid Social,Meta,919.14,Spain
EXP-001354,2025-12-03,Marketing,Paid Search,Google,271.83,Spain
EXP-001355,2025-12-06,Marketing,Paid Social,Meta,1303.16,Spain
EXP-001356,2025-12-31,Marketing,Paid Social,Meta,242.86,Spain
EXP-001357,2025-12-02,Marketing,Paid Social,Meta,1174.41,Spain
EXP-001358,2025-12-17,Marketing,Paid Search,Google,2394.58,Spain
EXP-001359,2025-12-13,Marketing,Paid Search,Google,1700.6,Spain
EXP-001360,2025-12-10,Marketing,Paid Social,Meta,895.75,Spain
EXP-001361,2025-12-11,Marketing,Email Marketing,Klaviyo ,1551.2,Spain
EXP-001362,2025-12-24,Marketing,Paid Social,Meta,452.26,Spain
EXP-001363,2025-12-04,Marketing,Paid Social,Meta,805.86,Spain
EXP-001364,2025-12-21,Marketing,Email Marketing,Mailchimp,263.45,Spain
EXP-001365,2025-12-06,Marketing,Paid Search,Google,962.43,Spain
EXP-001366,2025-12-24,Marketing,Paid Social,Meta,1559.96,Spain
EXP-001367,2025-12-27,Marketing,Email Marketing,Mailchimp,701.17,Spain
EXP-001368,2025-12-29,Marketing,Paid Search,Google,687.55,Spain
EXP-001369,2025-12-04,Marketing,Paid Search,Google,1347.76,Spain
EXP-001370,2025-12-01,Marketing,Paid Search,Google,194.63,Spain
EXP-001371,2025-12-17,Marketing,Paid Search,Google,211.23,Spain
EXP-001372,2025-12-16,Marketing,Paid Social,Meta,512.42,Spain
EXP-001373,2025-12-09,Marketing,Paid Social,Meta,245.31,Spain
EXP-001374,2025-12-29,Marketing,Paid Search,Google,1177.0,Spain
EXP-001375,2025-12-23,Marketing,Email Marketing,Klaviyo,944.02,Spain
EXP-001376,2025-12-29,Marketing,Paid Search,Google,567.93,Spain
EXP-001377,2025-12-12,Marketing,Paid Search,Google,595.28,Spain
EXP-001378,2025-12-20,Marketing,Paid Search,Google,1560.79,Spain
EXP-001379,2025-12-10,Marketing,Paid Social,Meta,1694.39,Spain
EXP-001380,2025-12-16,Marketing,Paid Search,Google,1314.33,Spain
EXP-001381,2025-12-22,Marketing,Email Marketing,Mailchimp,703.15,Spain
EXP-001382,2025-12-29,Marketing,Paid Search,Google,310.52,Spain
EXP-001383,2025-12-20,Marketing,Paid Search,Google,1008.71,Spain
EXP-001384,2025-12-04,Marketing,Paid Search,Google,1044.13,Spain
EXP-001385,2025-12-21,Marketing,Email Marketing,Klaviyo,822.56,Spain
EXP-001386,2025-12-25,Marketing,Paid Search,Google,769.43,Spain
EXP-001387,2025-12-26,Marketing,Paid Search,Google,1270.16,Spain
EXP-001388,2025-12-02,Marketing,Email Marketing,Klaviyo,403.81,Spain
EXP-001389,2025-12-04,Marketing,Paid Search,Google,367.88,Spain
EXP-001390,2025-12-12,Marketing,Paid Social,Meta,428.83,Spain
EXP-001391,2025-12-16,Marketing,Paid Social,Meta,406.51,Spain
EXP-001392,2025-12-24,Marketing,Paid Search,Google,342.37,Spain
EXP-001393,2025-12-03,Marketing,Paid Search,Google,764.9,Spain
EXP-001394,2025-12-03,Marketing,Email Marketing,Klaviyo,457.69,Spain
EXP-001395,2025-12-30,Marketing,Paid Search,Google,1813.51,Spain
EXP-001396,2025-12-23,Marketing,Paid Search,Google,1433.33,Spain
EXP-001397,2025-12-05,Marketing,Paid Search,Google,763.8,Spain
EXP-001398,2025-01-17,Marketing,Email Marketing,Klaviyo,422.31,Portugal
EXP-001399,2025-01-19,Marketing,Paid Social,Meta,2178.11,Portugal
EXP-001400,2025-01-24,Marketing,Paid Search,Google,207.07,Portugal
EXP-001401,2025-01-12,Marketing,Paid Social,Meta,1114.41,Portugal
EXP-001402,2025-01-22,Marketing,Paid Search,Google,1439.13,Portugal
EXP-001403,2025-01-03,Marketing,Paid Search,Google,390.23,Portugal
EXP-001404,2025-01-13,Marketing,Paid Social,Meta,632.91,Portugal
EXP-001405,2025-01-20,Marketing,Email Marketing,Mailchimp,191.29,Portugal
EXP-001406,2025-01-24,Marketing,Paid Search,Google,170.61,Portugal
EXP-001407,2025-01-17,Marketing,Paid Search,Google,1558.69,Portugal
EXP-001408,2025-01-14,Marketing,Paid Social,Meta,1078.78,Portugal
EXP-001409,2025-01-29,Marketing,Email Marketing,Klaviyo,1296.47,Portugal
EXP-001410,2025-02-27,Marketing,Paid Search,Google,264.68,Portugal
EXP-001411,2025-02-12,Marketing,Paid Search,Google,1792.85,Portugal
EXP-001412,2025-02-20,Marketing,Paid Social,Meta,584.19,Portugal
EXP-001413,2025-02-12,Marketing,Paid Social,Meta,1503.59,Portugal
EXP-001414,2025-02-23,Marketing,Paid Social,Meta,1193.82,Portugal
EXP-001415,2025-02-08,Marketing,Paid Social,Meta,929.63,Portugal
EXP-001416,2025-02-14,Marketing,Paid Search,Google,1535.21,Portugal
EXP-001417,2025-02-11,Marketing,Paid Social,Meta,59.11,Portugal
EXP-001418,2025-02-17,Marketing,Paid Search,Google,190.78,Portugal
EXP-001419,2025-02-13,Marketing,Email Marketing,Klaviyo,407.93,Portugal
EXP-001420,2025-03-11,Marketing,Paid Search,Google,1058.17,Portugal
EXP-001421,2025-03-09,Marketing,Email Marketing,Klaviyo,369.29,Portugal
EXP-001422,2025-03-07,Marketing,Paid Search,Google,461.9,Portugal
EXP-001423,2025-03-27,Marketing,Paid Search,Google,2089.13,Portugal
EXP-001424,2025-03-27,Marketing,Paid Social,Meta,345.77,Portugal
EXP-001425,2025-03-07,Marketing,Paid Social,Meta,1131.91,Portugal
EXP-001426,2025-03-18,Marketing,Email Marketing,Klaviyo,329.08,Portugal
EXP-001427,2025-03-31,Marketing,Paid Social,Meta,1463.07,Portugal
EXP-001428,2025-03-13,Marketing,Email Marketing,Mailchimp,1273.86,Portugal
EXP-001429,2025-03-01,Marketing,Paid Social,Meta,367.21,Portugal
EXP-001430,2025-03-14,Marketing,Paid Search,Google,712.77,Portugal
EXP-001431,2025-04-19,Marketing,Paid Search,Google,992.51,Portugal
EXP-001432,2025-04-01,Marketing,Email Marketing,Mailchimp,571.36,Portugal
EXP-001433,2025-04-15,Marketing,Paid Social,Meta,1942.93,Portugal
EXP-001434,2025-04-18,Marketing,Paid Search,Google,348.26,Portugal
EXP-001435,2025-04-07,Marketing,Paid Social,Meta,1606.51,Portugal
EXP-001436,2025-04-09,Marketing,Paid Search,Google,693.9,Portugal
EXP-001437,2025-04-15,Marketing,Paid Search,Google,665.4,Portugal
EXP-001438,2025-04-30,Marketing,Paid Search,Google,213.58,Portugal
EXP-001439,2025-04-02,Marketing,Paid Social,Meta,588.84,Portugal
EXP-001440,2025-04-28,Marketing,Paid Search,Google,1428.89,Portugal
EXP-001441,2025-04-17,Marketing,Paid Search,Google,604.76,Portugal
EXP-001442,2025-04-23,Marketing,Paid Search,Google,1013.4,Portugal
EXP-001443,2025-05-02,Marketing,Paid Social,Meta,500.94,Portugal
EXP-001444,2025-05-14,Marketing,Paid Search,Google,770.35,Portugal
EXP-001445,2025-05-21,Marketing,Paid Social,Meta,1630.08,Portugal
EXP-001446,2025-05-02,Marketing,Email Marketing,Mailchimp,155.17,Portugal
EXP-001447,2025-05-31,Marketing,Paid Social,Meta,594.14,Portugal
EXP-001448,2025-05-25,Marketing,Paid Social,Meta,2289.7,Portugal
EXP-001449,2025-05-15,Marketing,Paid Social,Meta,365.4,Portugal
EXP-001450,2025-05-14,Marketing,Paid Search,Google,677.41,Portugal
EXP-001451,2025-05-04,Marketing,Paid Search,Google,626.89,Portugal
EXP-001452,2025-05-01,Marketing,Paid Social,Meta,352.43,Portugal
EXP-001453,2025-05-22,Marketing,Email Marketing,Mailchimp,1139.12,Portugal
EXP-001454,2025-05-09,Marketing,Paid Search,Google,438.47,Portugal
EXP-001455,2025-06-18,Marketing,Paid Search,Google,193.53,Portugal
EXP-001456,2025-06-01,Marketing,Paid Social,Meta,518.8,Portugal
EXP-001457,2025-06-17,Marketing,Paid Search,Google,327.54,Portugal
EXP-001458,2025-06-06,Marketing,Paid Search,Google,1199.75,Portugal
EXP-001459,2025-06-21,Marketing,Paid Search,Google,127.32,Portugal
EXP-001460,2025-06-11,Marketing,Paid Search,Google,1572.68,Portugal
EXP-001461,2025-06-26,Marketing,Paid Search,Google,485.6,Portugal
EXP-001462,2025-06-16,Marketing,Paid Search,Google,1266.28,Portugal
EXP-001463,2025-06-17,Marketing,Email Marketing,Klaviyo,1764.76,Portugal
EXP-001464,2025-06-05,Marketing,Email Marketing,Mailchimp,912.11,Portugal
EXP-001465,2025-06-18,Marketing,Paid Social,Meta,1172.5,Portugal
EXP-001466,2025-06-07,Marketing,Paid Search,Google,1337.81,Portugal
EXP-001467,2025-06-02,Marketing,Paid Search,Google,403.97,Portugal
EXP-001468,2025-07-09,Marketing,Paid Search,Google,1092.65,Portugal
EXP-001469,2025-07-20,Marketing,Paid Search,Google,759.22,Portugal
EXP-001470,2025-07-31,Marketing,Paid Search,Google,456.9,Portugal
EXP-001471,2025-07-13,Marketing,Email Marketing,Klaviyo,524.66,Portugal
EXP-001472,2025-07-08,Marketing,Paid Search,Google,1171.75,Portugal
EXP-001473,2025-07-16,Marketing,Paid Search,Google,734.41,Portugal
EXP-001474,2025-07-24,Marketing,Paid Search,Google,650.02,Portugal
EXP-001475,2025-07-27,Marketing,Paid Search,Google,1173.65,Portugal
EXP-001476,2025-07-03,Marketing,Paid Social,Meta,267.77,Portugal
EXP-001477,2025-07-09,Marketing,Paid Social,Meta,970.33,Portugal
EXP-001478,2025-07-10,Marketing,Paid Social,Meta,1600.18,Portugal
EXP-001479,2025-07-04,Marketing,Paid Social,Meta,354.94,Portugal
EXP-001480,2025-08-12,Marketing,Paid Social,Meta,769.34,Portugal
EXP-001481,2025-08-07,Marketing,Paid Search,Google,565.38,Portugal
EXP-001482,2025-08-10,Marketing,Paid Search,Google,1684.43,Portugal
EXP-001483,2025-08-28,Marketing,Paid Social,Meta,524.7,Portugal
EXP-001484,2025-08-18,Marketing,Paid Search,Google,686.46,Portugal
EXP-001485,2025-08-04,Marketing,Paid Search,Google,925.2,Portugal
EXP-001486,2025-08-27,Marketing,Paid Search,Google,237.07,Portugal
EXP-001487,2025-08-14,Marketing,Paid Social,Meta,2021.58,Portugal
EXP-001488,2025-08-18,Marketing,Paid Social,Meta,979.92,Portugal
EXP-001489,2025-08-27,Marketing,Paid Social,Meta,363.54,Portugal
EXP-001490,2025-09-06,Marketing,Paid Search,Google,745.95,Portugal
EXP-001491,2025-09-10,Marketing,Paid Search,Google,293.33,Portugal
EXP-001492,2025-09-12,Marketing,Paid Search,Google,252.12,Portugal
EXP-001493,2025-09-15,Marketing,Paid Search,Google,529.46,Portugal
EXP-001494,2025-09-07,Marketing,Paid Search,Google,1100.91,Portugal
EXP-001495,2025-09-21,Marketing,Email Marketing,Klaviyo,1200.84,Portugal
EXP-001496,2025-09-18,Marketing,Paid Social,Meta,641.45,Portugal
EXP-001497,2025-09-14,Marketing,Paid Search,Google,2976.45,Portugal
EXP-001498,2025-09-10,Marketing,Paid Search,Google,1119.86,Portugal
EXP-001499,2025-09-20,Marketing,Paid Social,Meta,309.37,Portugal
EXP-001500,2025-10-13,Marketing,Paid Search,Google,1638.25,Portugal
EXP-001501,2025-10-05,Marketing,Paid Search,Google,1131.16,Portugal
EXP-001502,2025-10-14,Marketing,Paid Search,Google,571.25,Portugal
EXP-001503,2025-10-11,Marketing,Email Marketing,Klaviyo,438.89,Portugal
EXP-001504,2025-10-28,Marketing,Paid Social,Meta,499.43,Portugal
EXP-001505,2025-10-10,Marketing,Paid Social,Meta,202.82,Portugal
EXP-001506,2025-10-09,Marketing,Email Marketing,Klaviyo,1156.1,Portugal
EXP-001507,2025-10-28,Marketing,Paid Search,Google,1208.6,Portugal
EXP-001508,2025-10-19,Marketing,Paid Search,Google,1806.77,Portugal
EXP-001509,2025-10-21,Marketing,Paid Search,Google,641.1,Portugal
EXP-001510,2025-10-22,Marketing,Email Marketing,Mailchimp,208.29,Portugal
EXP-001511,2025-11-19,Marketing,Paid Search,Google,523.18,Portugal
EXP-001512,2025-11-08,Marketing,Email Marketing,Mailchimp,788.59,Portugal
EXP-001513,2025-11-28,Marketing,Paid Social,Meta,234.76,Portugal
EXP-001514,2025-11-21,Marketing,Paid Search,Google,1296.67,Portugal
EXP-001515,2025-11-27,Marketing,Paid Search,Google,459.69,Portugal
EXP-001516,2025-11-15,Marketing,Paid Social,Meta,773.46,Portugal
EXP-001517,2025-11-24,Marketing,Paid Search,Google,1232.51,Portugal
EXP-001518,2025-11-12,Marketing,Paid Social,Meta,1038.68,Portugal
EXP-001519,2025-11-24,Marketing,Paid Search,Google,860.06,Portugal
EXP-001520,2025-11-21,Marketing,Paid Search,Google,1345.51,Portugal
EXP-001521,2025-11-13,Marketing,Paid Social,Meta,722.63,Portugal
EXP-001522,2025-11-14,Marketing,Paid Search,Google,1179.5,Portugal
EXP-001523,2025-11-29,Marketing,Paid Search,Google,622.32,Portugal
EXP-001524,2025-11-08,Marketing,Paid Search,Google,254.33,Portugal
EXP-001525,2025-11-03,Marketing,Email Marketing,Mailchimp,361.31,Portugal
EXP-001526,2025-11-03,Marketing,Paid Social,Meta,1848.82,Portugal
EXP-001527,2025-12-28,Marketing,Email Marketing,Mailchimp,418.04,Portugal
EXP-001528,2025-12-06,Marketing,Paid Search,Google,2314.86,Portugal
EXP-001529,2025-12-29,Marketing,Email Marketing,Klaviyo ,71.3,Portugal
EXP-001530,2025-12-01,Marketing,Paid Search,Google,1516.83,Portugal
EXP-001531,2025-12-26,Marketing,Email Marketing,Mailchimp,1486.53,Portugal
EXP-001532,2025-12-21,Marketing,Paid Search,Google,2139.86,Portugal
EXP-001533,2025-12-13,Marketing,Email Marketing,Mailchimp,548.75,Portugal
EXP-001534,2025-12-22,Marketing,Email Marketing,Klaviyo,211.77,Portugal
EXP-001535,2025-12-11,Marketing,Paid Search,Google,373.21,Portugal
EXP-001536,2025-12-20,Marketing,Paid Social,Meta,215.35,Portugal
EXP-001537,2025-12-04,Marketing,Email Marketing,Klaviyo,868.82,Portugal
EXP-001538,2025-12-22,Marketing,Paid Social,Meta,264.1,Portugal
EXP-001539,2025-12-28,Marketing,Paid Search,Google,813.74,Portugal
EXP-001540,2025-12-27,Marketing,Paid Search,Google,124.01,Portugal
EXP-001541,2025-12-23,Marketing,Paid Search,Google,1461.72,Portugal
EXP-001542,2025-12-07,Marketing,Paid Social,Meta,1048.81,Portugal
EXP-001543,2025-01-14,Logistics,Shipping,Local Logistics Providers,1216.94,France
EXP-001544,2025-01-11,Logistics,Warehousing,Local Logistics Providers,1213.51,France
EXP-001545,2025-01-09,Logistics,Shipping,Correos,768.03,France
EXP-001546,2025-01-05,Logistics,Packaging,Rajapack,1157.77,France
EXP-001547,2025-01-28,Logistics,Warehousing,DHL,123.88,France
EXP-001548,2025-01-14,Logistics,Shipping,Local Logistics Providers,363.95,France
EXP-001549,2025-01-08,Logistics,Warehousing,DHL,785.85,France
EXP-001550,2025-01-17,Logistics,Shipping,DHL,109.66,France
EXP-001551,2025-01-30,Logistics,Shipping,Correos,856.53,France
EXP-001552,2025-01-05,Logistics,Warehousing,Local Logistics Providers,850.53,France
EXP-001553,2025-01-13,Logistics,Warehousing,DHL,102.47,France
EXP-001554,2025-01-29,Logistics,Packaging,Rajapack,902.99,France
EXP-001555,2025-01-26,Logistics,Shipping,DHL,1880.98,France
EXP-001556,2025-01-30,Logistics,Warehousing,Local Logistics Providers,50.34,France
EXP-001557,2025-01-22,Logistics,Shipping,Local Logistics Providers,1716.93,France
EXP-001558,2025-01-18,Logistics,Packaging,Packhelp,1522.86,France
EXP-001559,2025-01-30,Logistics,Packaging,Packhelp,1615.23,France
EXP-001560,2025-01-14,Logistics,Warehousing,DHL,657.76,France
EXP-001561,2025-01-24,Logistics,Warehousing,Local Logistics Providers,1186.17,France
EXP-001562,2025-01-31,Logistics,Shipping,DHL,961.99,France
EXP-001563,2025-01-09,Logistics,Shipping,CTT,144.29,France
EXP-001564,2025-01-14,Logistics,Shipping,CTT,2284.5,France
EXP-001565,2025-01-30,Logistics,Warehousing,DHL,1336.34,France
EXP-001566,2025-01-15,Logistics,Shipping,DHL,281.53,France
EXP-001567,2025-01-18,Logistics,Shipping,Local Logistics Providers,975.71,France
EXP-001568,2025-01-16,Logistics,Warehousing,Local Logistics Providers,1512.81,France
EXP-001569,2025-01-30,Logistics,Warehousing,Local Logistics Providers,733.3,France
EXP-001570,2025-01-21,Logistics,Packaging,Rajapack,334.03,France
EXP-001571,2025-01-31,Logistics,Shipping,CTT,913.8,France
EXP-001572,2025-01-28,Logistics,Shipping,DHL,780.94,France
EXP-001573,2025-01-04,Logistics,Shipping,Colissimo,450.7,France
EXP-001574,2025-01-22,Logistics,Shipping,Correos,394.03,France
EXP-001575,2025-01-30,Logistics,Warehousing,DHL,290.67,France
EXP-001576,2025-01-21,Logistics,Shipping,CTT,754.07,France
EXP-001577,2025-01-17,Logistics,Shipping,DHL,965.46,France
EXP-001578,2025-01-03,Logistics,Shipping,Correos,334.57,France
EXP-001579,2025-01-11,Logistics,Shipping,DHL,1357.29,France
EXP-001580,2025-01-30,Logistics,Shipping,Colissimo,1660.43,France
EXP-001581,2025-01-02,Logistics,Warehousing,Local Logistics Providers,1839.1,France
EXP-001582,2025-01-12,Logistics,Shipping,CTT,1024.91,France
EXP-001583,2025-01-29,Logistics,Warehousing,DHL,375.99,France
EXP-001584,2025-01-24,Logistics,Shipping,Colissimo,1069.28,France
EXP-001585,2025-01-29,Logistics,Warehousing,DHL,349.06,France
EXP-001586,2025-01-26,Logistics,Warehousing,DHL,520.17,France
EXP-001587,2025-01-06,Logistics,Packaging,Rajapack,523.15,France
EXP-001588,2025-01-05,Logistics,Shipping,Colissimo,289.69,France
EXP-001589,2025-01-29,Logistics,Warehousing,Local Logistics Providers,775.67,France
EXP-001590,2025-01-01,Logistics,Shipping,Local Logistics Providers,509.8,France
EXP-001591,2025-01-25,Logistics,Shipping,DHL,492.91,France
EXP-001592,2025-01-15,Logistics,Packaging,Rajapack,136.94,France
EXP-001593,2025-01-20,Logistics,Shipping,Local Logistics Providers,989.93,France
EXP-001594,2025-01-06,Logistics,Shipping,Local Logistics Providers,749.62,France
EXP-001595,2025-01-12,Logistics,Shipping,Correos,838.77,France
EXP-001596,2025-01-05,Logistics,Packaging,Packhelp,186.81,France
EXP-001597,2025-01-12,Logistics,Shipping,Colissimo,2775.69,France
EXP-001598,2025-01-03,Logistics,Warehousing,Local Logistics Providers,368.08,France
EXP-001599,2025-02-13,Logistics,Shipping,CTT,744.34,France
EXP-001600,2025-02-15,Logistics,Shipping,DHL,1023.84,France
EXP-001601,2025-02-12,Logistics,Shipping,Colissimo,254.23,France
EXP-001602,2025-02-23,Logistics,Shipping,Local Logistics Providers,1494.41,France
EXP-001603,2025-02-23,Logistics,Shipping,Colissimo,475.46,France
EXP-001604,2025-02-10,Logistics,Shipping,Local Logistics Providers,175.84,France
EXP-001605,2025-02-02,Logistics,Shipping,DHL,559.14,France
EXP-001606,2025-02-12,Logistics,Shipping,DHL,898.91,France
EXP-001607,2025-02-06,Logistics,Warehousing,Local Logistics Providers,2269.63,France
EXP-001608,2025-02-28,Logistics,Shipping,Colissimo,1097.05,France
EXP-001609,2025-02-02,Logistics,Shipping,CTT,2138.18,France
EXP-001610,2025-02-27,Logistics,Shipping,DHL,1006.89,France
EXP-001611,2025-02-14,Logistics,Warehousing,Local Logistics Providers,342.31,France
EXP-001612,2025-02-17,Logistics,Warehousing,Local Logistics Providers,271.26,France
EXP-001613,2025-02-20,Logistics,Shipping,Correos,967.99,France
EXP-001614,2025-02-08,Logistics,Warehousing,Local Logistics Providers,901.55,France
EXP-001615,2025-02-22,Logistics,Shipping,Correos,542.95,France
EXP-001616,2025-02-23,Logistics,Shipping,Colissimo,590.86,France
EXP-001617,2025-02-16,Logistics,Shipping,Correos,2490.92,France
EXP-001618,2025-02-21,Logistics,Shipping,Local Logistics Providers,705.63,France
EXP-001619,2025-02-08,Logistics,Shipping,Correos,1144.89,France
EXP-001620,2025-02-25,Logistics,Warehousing,Local Logistics Providers,1218.57,France
EXP-001621,2025-02-11,Logistics,Shipping,Colissimo,1376.81,France
EXP-001622,2025-02-27,Logistics,Shipping,Local Logistics Providers,435.86,France
EXP-001623,2025-02-06,Logistics,Shipping,DHL,457.01,France
