Order_ID,Order_Line_ID,Order_Date,Customer_ID,Product_ID,Postal_Code,Ship_Date,Delivery_Date,Ship_Mode,Quantity,Unit_Price,Discount,Discount_Type,Net_Sales
ORD-009146,LINE-016450,2024-11-04,CUST-000405,NVA-DEC-0035,21551,2024-11-05,2024-11-09,Standard,1,238.2,0.3,Percentage,166.74
ORD-009147,LINE-016451,2024-02-13,CUST-013135,NVA-FUR-0001,2445-433,2024-02-14,2024-02-18,Standard,2,422.68,0.03,Percentage,820.0
ORD-009148,LINE-016452,2024-12-17,CUST-018441,NVA-DEC-0092,15552,2024-12-18,2024-12-22,Premium,1,267.06,0.13,Percentage,232.34
ORD-009148,LINE-016453,2024-12-17,CUST-018441,NVA-DEC-0060,15552,2024-12-18,2024-12-22,Premium,1,217.94,0.07,Percentage,202.68
ORD-009148,LINE-016454,2024-12-17,CUST-018441,NVA-DEC-0051,15552,2024-12-18,2024-12-22,Premium,1,58.86,0.14,Percentage,50.62
ORD-009149,LINE-016455,2024-08-19,CUST-014763,NVA-TXT-0078,63549,2024-08-20,2024-08-25,Standard,2,158.85,0.0,Percentage,317.7
ORD-009150,LINE-016456,2024-11-18,CUST-009705,NVA-DEC-0074,3811-948,2024-11-19,2024-11-23,Standard,1,126.15,0.24,Percentage,95.87
ORD-009150,LINE-016457,2024-11-18,CUST-009705,NVA-TXT-0042,3811-948,2024-11-19,2024-11-23,Standard,1,190.46,0.26,Percentage,140.94
ORD-009151,LINE-016458,2024-07-16,CUST-018520,NVA-TXT-0078,35114,2024-07-17,2024-07-22,Standard,2,165.17,0.08,Percentage,303.91
ORD-009151,LINE-016459,2024-07-16,CUST-018520,NVA-TXT-0038,35114,2024-07-17,2024-07-22,Standard,1,112.82,0.0,Percentage,112.82
ORD-009152,LINE-016460,2024-11-25,CUST-018201,NVA-TXT-0036,06099,2024-11-25,2024-11-28,Standard,1,39.69,0.22,Percentage,30.96
ORD-009153,LINE-016461,2024-10-20,CUST-019667,NVA-LGT-0025,67811,2024-10-20,2024-10-25,Express,3,352.75,0.0,Percentage,1058.25
ORD-009153,LINE-016462,2024-10-20,CUST-019667,NVA-LGT-0043,67811,2024-10-20,2024-10-25,Express,1,241.08,0.08,Percentage,221.79
ORD-009154,LINE-016463,2024-11-26,CUST-003606,NVA-TXT-0089,3552-478,2024-11-26,2024-11-29,Standard,1,193.11,0.17,Percentage,160.28
ORD-009155,LINE-016464,2024-12-09,CUST-005650,NVA-LGT-0048,69010,2024-12-10,2024-12-14,Standard,1,149.14,0.06,Percentage,140.19
ORD-009155,LINE-016465,2024-12-09,CUST-005650,NVA-LGT-0061,69010,2024-12-10,2024-12-14,Standard,1,137.05,0.09,Percentage,124.72
ORD-009155,LINE-016466,2024-12-09,CUST-005650,NVA-LGT-0052,69010,2024-12-10,2024-12-14,Standard,1,79.61,0.11,Percentage,70.85
ORD-009155,LINE-016467,2024-12-09,CUST-005650,NVA-DEC-0004,69010,2024-12-10,2024-12-14,Standard,1,179.18,0.1,Percentage,161.26
ORD-009156,LINE-016468,2024-04-29,CUST-004809,NVA-KDN-0014,15433,2024-04-30,2024-05-03,Express,1,354.22,0.0,Percentage,354.22
ORD-009156,LINE-016469,2024-04-29,CUST-004809,NVA-KDN-0052,15433,2024-04-30,2024-05-03,Express,2,195.14,0.07,Percentage,362.96
ORD-009157,LINE-016470,2024-03-11,CUST-000107,NVA-FUR-0002,3591-498,2024-03-12,2024-03-19,Premium,3,592.63,0.0,Percentage,1777.89
ORD-009157,LINE-016471,2024-03-11,CUST-000107,NVA-FUR-0003,3591-498,2024-03-12,2024-03-19,Premium,2,244.41,0.04,Percentage,469.27
ORD-009157,LINE-016472,2024-03-11,CUST-000107,NVA-TXT-0055,3591-498,2024-03-12,2024-03-19,Premium,3,155.6,0.0,Percentage,466.8
ORD-009158,LINE-016473,2024-04-19,CUST-003690,NVA-TXT-0067,08234,2024-04-21,2024-04-27,Premium,3,140.71,0.09,Percentage,384.14
ORD-009159,LINE-016474,2024-01-19,CUST-001462,NVA-TXT-0042,33371,2024-01-20,2024-01-25,Express,1,200.05,0.18,Percentage,164.04
ORD-009159,LINE-016475,2024-01-19,CUST-001462,NVA-DEC-0020,33371,2024-01-20,2024-01-25,Express,2,192.74,0.26,Percentage,285.26
ORD-009159,LINE-016476,2024-01-19,CUST-001462,NVA-DEC-0042,33371,2024-01-20,2024-01-25,Express,1,116.84,0.12,Percentage,102.82
ORD-009160,LINE-016477,2024-10-29,CUST-014295,NVA-KDN-0042,30567,2024-10-31,2024-11-06,Standard,1,180.69,0.0,Percentage,180.69
ORD-009161,LINE-016478,2024-09-22,CUST-018135,NVA-TXT-0014,75004,2024-09-23,2024-09-25,Standard,1,319.56,0.0,Percentage,319.56
ORD-009162,LINE-016479,2024-11-30,CUST-000385,NVA-FUR-0031,38300,2024-11-30,2024-12-04,Express,1,603.6,0.2,Percentage,482.88
ORD-009163,LINE-016480,2024-01-29,CUST-006605,NVA-FUR-0072,59759,2024-01-30,2024-02-01,Express,2,357.81,0.29,Percentage,508.09
ORD-009163,LINE-016481,2024-01-29,CUST-006605,NVA-FUR-0001,59759,2024-01-30,2024-02-01,Express,2,443.82,0.35,Percentage,576.97
ORD-009164,LINE-016482,2024-03-19,CUST-003423,NVA-TXT-0017,47685,2024-03-20,2024-03-25,Standard,1,365.48,0.0,Percentage,365.48
ORD-009164,LINE-016483,2024-03-19,CUST-003423,NVA-DEC-0009,47685,2024-03-20,2024-03-25,Standard,1,135.51,0.0,Percentage,135.51
ORD-009164,LINE-016484,2024-03-19,CUST-003423,NVA-TXT-0036,47685,2024-03-20,2024-03-25,Standard,1,43.95,0.0,Percentage,43.95
ORD-009165,LINE-016485,2024-09-16,CUST-006103,NVA-DEC-0044,21270,2024-09-17,2024-09-19,Standard,1,170.44,0.0,Percentage,170.44
ORD-009165,LINE-016486,2024-09-16,CUST-006103,NVA-DEC-0028,21270,2024-09-17,2024-09-19,Standard,1,242.55,0.0,Percentage,242.55
ORD-009166,LINE-016487,2024-12-14,CUST-003990,NVA-TXT-0063,13005,2024-12-15,2024-12-19,Standard,1,609.32,0.19,Percentage,493.55
ORD-009167,LINE-016488,2024-08-12,CUST-003999,NVA-SEA-0030,51394,2024-08-13,2024-08-15,Standard,1,563.46,0.07,Percentage,524.02
ORD-009167,LINE-016489,2024-08-12,CUST-003999,NVA-KDN-0050,51394,2024-08-13,2024-08-15,Standard,1,261.08,0.04,Percentage,250.64
ORD-009167,LINE-016490,2024-08-12,CUST-003999,NVA-SEA-0002,51394,2024-08-13,2024-08-15,Standard,1,272.27,0.0,Percentage,272.27
ORD-009168,LINE-016491,2024-05-30,CUST-018345,NVA-LGT-0046,3001-992,2024-05-31,2024-06-03,Express,1,312.01,0.0,Percentage,312.01
ORD-009168,LINE-016492,2024-05-30,CUST-018345,NVA-DEC-0043,3001-992,2024-05-31,2024-06-03,Express,1,226.14,0.04,Percentage,217.09
ORD-009168,LINE-016493,2024-05-30,CUST-018345,NVA-DEC-0087,3001-992,2024-05-31,2024-06-03,Express,1,468.8,0.0,Percentage,468.8
ORD-009168,LINE-016494,2024-05-30,CUST-018345,NVA-LGT-0052,3001-992,2024-05-31,2024-06-03,Express,1,78.95,0.0,Percentage,78.95
ORD-009169,LINE-016495,2024-11-29,CUST-012489,NVA-TXT-0042,54655,2024-11-29,2024-12-01,Standard,2,191.13,0.33,Percentage,256.11
ORD-009169,LINE-016496,2024-11-29,CUST-012489,NVA-DEC-0020,54655,2024-11-29,2024-12-01,Standard,1,191.06,0.17,Percentage,158.58
ORD-009169,LINE-016497,2024-11-29,CUST-012489,NVA-TXT-0092,54655,2024-11-29,2024-12-01,Standard,1,264.29,0.34,Percentage,174.43
ORD-009170,LINE-016498,2024-10-04,CUST-015363,NVA-FUR-0075,29996,2024-10-05,2024-10-09,Standard,1,1502.75,0.03,Percentage,1457.67
ORD-009170,LINE-016499,2024-10-04,CUST-015363,NVA-TXT-0089,29996,2024-10-05,2024-10-09,Standard,1,196.23,0.0,Percentage,196.23
ORD-009171,LINE-016500,2024-02-08,CUST-007948,NVA-TXT-0068,41927,2024-02-09,2024-02-13,Standard,1,57.02,0.06,Percentage,53.6
ORD-009172,LINE-016501,2024-01-05,CUST-007298,NVA-TXT-0009,3523-285,2024-01-06,2024-01-09,Standard,3,119.68,0.18,Percentage,294.41
ORD-009172,LINE-016502,2024-01-05,CUST-007298,NVA-DEC-0074,3523-285,2024-01-06,2024-01-09,Standard,1,118.87,0.2,Percentage,95.1
ORD-009173,LINE-016503,2024-09-16,CUST-006232,NVA-LGT-0018,13127,2024-09-16,2024-09-18,Standard,1,228.54,0.0,Percentage,228.54
ORD-009174,LINE-016504,2024-04-05,CUST-000396,NVA-LGT-0033,38300,2024-04-06,2024-04-11,Premium,1,382.07,0.0,Percentage,382.07
ORD-009175,LINE-016505,2024-12-18,CUST-012381,NVA-FUR-0076,74224,2024-12-19,2024-12-21,Standard,1,437.62,0.07,Percentage,406.99
ORD-009175,LINE-016506,2024-12-18,CUST-012381,NVA-LGT-0038,74224,2024-12-19,2024-12-21,Standard,3,465.47,0.19,Percentage,1131.09
ORD-009176,LINE-016507,2024-04-11,CUST-000558,NVA-TXT-0080,69002,2024-04-12,2024-04-17,Standard,1,303.33,0.02,Percentage,297.26
ORD-009176,LINE-016508,2024-04-11,CUST-000558,NVA-TXT-0017,69002,2024-04-12,2024-04-17,Standard,1,331.86,0.0,Percentage,331.86
ORD-009177,LINE-016509,2024-03-12,CUST-009426,NVA-KDN-0017,3052-194,2024-03-13,2024-03-19,Express,1,355.18,0.06,Percentage,333.87
ORD-009177,LINE-016510,2024-03-12,CUST-009426,NVA-DEC-0048,3052-194,2024-03-13,2024-03-19,Express,1,96.99,0.0,Percentage,96.99
ORD-009178,LINE-016511,2024-12-06,CUST-011661,NVA-FUR-0017,51791,2024-12-07,2024-12-11,Standard,1,416.04,0.12,Percentage,366.12
ORD-009178,LINE-016512,2024-12-06,CUST-011661,NVA-TXT-0071,51791,2024-12-07,2024-12-11,Standard,1,323.72,0.13,Percentage,281.64
ORD-009179,LINE-016513,2024-11-16,CUST-015500,NVA-KDN-0014,17781,2024-11-17,2024-11-21,Express,1,346.45,0.2,Percentage,277.16
ORD-009180,LINE-016514,2024-09-23,CUST-002487,NVA-DEC-0040,31863,2024-09-24,2024-09-28,Standard,1,198.41,0.0,Percentage,198.41
ORD-009181,LINE-016515,2024-03-17,CUST-018575,NVA-FUR-0057,34623,2024-03-18,2024-03-21,Standard,1,199.39,0.0,Percentage,199.39
ORD-009182,LINE-016516,2024-12-08,CUST-006090,NVA-LGT-0048,63549,2024-12-09,2024-12-14,Standard,1,123.27,0.07,Percentage,114.64
ORD-009182,LINE-016517,2024-12-08,CUST-006090,NVA-DEC-0049,63549,2024-12-09,2024-12-14,Standard,2,374.99,0.2,Percentage,599.98
ORD-009183,LINE-016518,2024-06-24,CUST-014209,NVA-FUR-0045,35225,2024-06-26,2024-07-01,Express,1,688.28,0.11,Percentage,612.57
ORD-009184,LINE-016519,2024-12-18,CUST-008370,NVA-DEC-0068,76390,2024-12-19,2024-12-24,Standard,2,322.45,0.08,Percentage,593.31
ORD-009184,LINE-016520,2024-12-18,CUST-008370,NVA-LGT-0021, 76390,2024-12-19,2024-12-24,Standard,1,182.86,0.15,Percentage,155.43
ORD-009185,LINE-016521,2024-06-24,CUST-014887,NVA-FUR-0066,31214,2024-06-26,2024-06-29,Standard,1,528.87,0.22,Percentage,412.52
ORD-009186,LINE-016522,2024-08-07,CUST-000699,NVA-FUR-0030,57095,2024-08-09,2024-08-13,Standard,1,496.12,0.1,Percentage,446.51
ORD-009186,LINE-016523,2024-08-07,CUST-000699,NVA-LGT-0021,57095,2024-08-09,2024-08-13,Standard,1,172.89,0.06,Percentage,162.52
ORD-009187,LINE-016524,2024-01-14,CUST-003536,NVA-LGT-0034,67367,2024-01-15,2024-01-18,Premium,1,697.22,0.21,Percentage,550.8
ORD-009187,LINE-016525,2024-01-14,CUST-003536,NVA-LGT-0032,67367,2024-01-15,2024-01-18,Premium,2,96.07,0.3,Percentage,134.5
ORD-009188,LINE-016526,2024-06-17,CUST-008114,NVA-TXT-0080,34699,2024-06-17,2024-06-20,Standard,1,305.32,0.25,Percentage,228.99
ORD-009188,LINE-016527,2024-06-17,CUST-008114,NVA-DEC-0051,34699,2024-06-17,2024-06-20,Standard,1,53.74,0.19,Percentage,43.53
ORD-009189,LINE-016528,2024-12-29,CUST-003513,NVA-SEA-0022,57965,2024-12-30,2025-01-03,Standard,3,177.03,0.15,Percentage,451.43
ORD-009189,LINE-016529,2024-12-29,CUST-003513,NVA-SEA-0036,57965,2024-12-30,2025-01-03,Standard,1,235.7,0.2,Percentage,188.56
ORD-009190,LINE-016530,2024-09-15,CUST-013284,NVA-FUR-0005,38677,2024-09-16,2024-09-18,Standard,2,548.51,0.02,Percentage,1075.08
ORD-009190,LINE-016531,2024-09-15,CUST-013284,NVA-LGT-0015,38677,2024-09-16,2024-09-18,Standard,1,570.93,0.0,Percentage,570.93
ORD-009191,LINE-016532,2024-11-06,CUST-008307,NVA-FUR-0017,84570,2024-11-08,2024-11-12,Standard,2,359.3,0.15,Percentage,610.81
ORD-009192,LINE-016533,2024-11-24,CUST-004945,NVA-SEA-0034,03899,2024-11-24,2024-11-30,Standard,1,292.54,0.16,Percentage,245.73
ORD-009193,LINE-016534,2024-07-07,CUST-015483,NVA-LGT-0043,37913,2024-07-07,2024-07-09,Premium,1,253.4,0.2,Percentage,202.72
ORD-009194,LINE-016535,2024-06-18,CUST-011266,NVA-DEC-0074,06718,2024-06-19,2024-06-24,Express,1,107.0,0.23,Percentage,82.39
ORD-009194,LINE-016536,2024-06-18,CUST-011266,NVA-TXT-0049,06718,2024-06-19,2024-06-24,Express,1,92.53,0.21,Percentage,73.1
ORD-009195,LINE-016537,2024-06-10,CUST-009055,NVA-LGT-0052,17701,2024-06-11,2024-06-14,Standard,1,72.88,0.0,Percentage,72.88
ORD-009196,LINE-016538,2024-10-03,CUST-012982,NVA-KDN-0021,28899,2024-10-04,2024-10-08,Standard,1,153.35,0.08,Percentage,141.08
ORD-009196,LINE-016539,2024-10-03,CUST-012982,NVA-TXT-0071,28899,2024-10-04,2024-10-08,Standard,1,295.65,0.08,Percentage,272.0
ORD-009196,LINE-016540,2024-10-03,CUST-012982,NVA-TXT-0002,28899,2024-10-04,2024-10-08,Standard,1,362.59,0.0,Percentage,362.59
ORD-009197,LINE-016541,2024-06-22,CUST-013389,NVA-FUR-0044,2430-170,2024-06-23,2024-06-26,Express,2,424.47,0.14,Percentage,730.09
ORD-009198,LINE-016542,2024-11-14,CUST-002494,NVA-LGT-0029,75008,2024-11-15,2024-11-19,Express,1,256.56,0.33,Percentage,171.9
ORD-009199,LINE-016543,2024-10-15,CUST-005903,NVA-LGT-0048,38618,2024-10-16,2024-10-21,Standard,1,147.64,0.0,Percentage,147.64
ORD-009200,LINE-016544,2024-02-20,CUST-012181,NVA-FUR-0071,4070-100,2024-02-21,2024-02-24,Express,1,283.01,0.02,Percentage,277.35
ORD-009200,LINE-016545,2024-02-20,CUST-012181,NVA-TXT-0063,4070-100,2024-02-21,2024-02-24,Express,1,560.77,0.08,Percentage,515.91
ORD-009201,LINE-016546,2024-12-16,CUST-002674,NVA-LGT-0046,49746,2024-12-17,2024-12-22,Standard,1,274.33,0.2,Percentage,219.46
ORD-009201,LINE-016547,2024-12-16,CUST-002674,NVA-DEC-0027,49746,2024-12-17,2024-12-22,Standard,1,93.57,0.2,Percentage,74.86
ORD-009202,LINE-016548,2024-11-11,CUST-018662,NVA-DEC-0012,03899,2024-11-13,2024-11-18,Standard,2,161.86,0.28,Percentage,233.08
ORD-009202,LINE-016549,2024-11-11,CUST-018662,NVA-TXT-0092,03899,2024-11-13,2024-11-18,Standard,1,250.29,0.34,Percentage,165.19
ORD-009203,LINE-016550,2024-05-26,CUST-016153,NVA-FUR-0036,38824,2024-05-26,2024-05-29,Standard,1,224.43,0.0,Percentage,224.43
ORD-009203,LINE-016551,2024-05-26,CUST-016153,NVA-DEC-0078,38824,2024-05-26,2024-05-29,Standard,2,216.42,0.09,Percentage,393.88
ORD-009204,LINE-016552,2024-04-30,CUST-017710,NVA-FUR-0009,2984-441,2024-04-30,2024-05-07,Standard,1,616.43,0.0,Percentage,616.43
ORD-009205,LINE-016553,2024-07-02,CUST-017825,NVA-DEC-0102,08545,2024-07-04,2024-07-08,Premium,1,174.5,0.24,Percentage,132.62
ORD-009205,LINE-016554,2024-07-02,CUST-017825,NVA-DEC-0072,08545,2024-07-04,2024-07-08,Premium,1,97.69,0.12,Percentage,85.97
ORD-009206,LINE-016555,2024-01-15,CUST-013577,NVA-FUR-0043, 84849,2024-01-16,2024-01-20,Standard,1,216.45,0.29,Percentage,153.68
ORD-009206,LINE-016556,2024-01-15,CUST-013577,NVA-TXT-0067,84849,2024-01-16,2024-01-20,Standard,1,149.53,0.23,Percentage,115.14
ORD-009207,LINE-016557,2024-05-27,CUST-017808,NVA-DEC-0092,14602,2024-05-29,2024-06-04,Standard,1,255.49,0.1,Percentage,229.94
ORD-009208,LINE-016558,2024-06-24,CUST-009311,NVA-SEA-0022,46069,2024-06-26,2024-06-30,Standard,1,187.78,0.16,Percentage,157.74
ORD-009208,LINE-016559,2024-06-24,CUST-009311,NVA-SEA-0036,46069,2024-06-26,2024-06-30,Standard,1,251.02,0.15,Percentage,213.37
ORD-009209,LINE-016560,2024-02-15,CUST-018314,NVA-FUR-0050,1051-924,2024-02-16,2024-02-20,Standard,3,443.23,0.0,Percentage,1329.69
ORD-009210,LINE-016561,2024-01-25,CUST-017265,NVA-FUR-0058,74405,2024-01-26,2024-01-28,Standard,1,1344.71,0.13,Percentage,1169.9
ORD-009210,LINE-016562,2024-01-25,CUST-017265,NVA-TXT-0016,74405,2024-01-26,2024-01-28,Standard,2,156.99,0.11,Percentage,279.44
ORD-009211,LINE-016563,2024-11-29,CUST-009858,NVA-LGT-0043,3013-254,2024-11-30,2024-12-04,Express,1,241.53,0.26,Percentage,178.73
ORD-009211,LINE-016564,2024-11-29,CUST-009858,NVA-LGT-0019,3013-254,2024-11-30,2024-12-04,Express,1,397.19,0.29,Percentage,282.0
ORD-009211,LINE-016565,2024-11-29,CUST-009858,NVA-DEC-0107,3013-254,2024-11-30,2024-12-04,Express,3,215.52,0.19,Percentage,523.71
ORD-009212,LINE-016566,2024-04-12,CUST-006176,NVA-KDN-0022,35046,2024-04-13,2024-04-17,Standard,1,322.9,0.0,Percentage,322.9
ORD-009212,LINE-016567,2024-04-12,CUST-006176,NVA-TXT-0009,35046,2024-04-13,2024-04-17,Standard,1,117.22,0.0,Percentage,117.22
ORD-009212,LINE-016568,2024-04-12,CUST-006176,NVA-DEC-0060,35046,2024-04-13,2024-04-17,Standard,1,221.98,0.04,Percentage,213.1
ORD-009213,LINE-016569,2024-02-03,CUST-019901,NVA-DEC-0053,29996,2024-02-05,2024-02-09,Standard,2,133.96,0.0,Percentage,267.92
ORD-009214,LINE-016570,2024-03-14,CUST-010256,NVA-LGT-0018,42704,2024-03-15,2024-03-20,Standard,2,209.8,0.0,Percentage,419.6
ORD-009215,LINE-016571,2024-11-23,CUST-015399,NVA-FUR-0008,21551,2024-11-24,2024-11-29,Standard,2,491.69,0.2,Percentage,786.7
ORD-009216,LINE-016572,2024-04-01,CUST-011546,NVA-FUR-0021,35032,2024-04-01,2024-04-05,Standard,1,691.07,0.09,Percentage,628.87
ORD-009216,LINE-016573,2024-04-01,CUST-011546,NVA-DEC-0085,35032,2024-04-01,2024-04-05,Standard,1,171.39,0.09,Percentage,155.96
ORD-009216,LINE-016574,2024-04-01,CUST-011546,NVA-DEC-0119,35032,2024-04-01,2024-04-05,Standard,1,429.69,0.0,Percentage,429.69
ORD-009216,LINE-016575,2024-04-01,CUST-011546,NVA-TXT-0042,35032,2024-04-01,2024-04-05,Standard,1,198.08,0.06,Percentage,186.2
ORD-009217,LINE-016576,2024-01-31,CUST-013275,NVA-FUR-0057,74114,2024-02-01,2024-02-04,Premium,2,186.78,0.29,Percentage,265.23
ORD-009217,LINE-016577,2024-01-31,CUST-013275,NVA-FUR-0050,74114,2024-02-01,2024-02-04,Premium,1,406.57,0.32,Percentage,276.47
ORD-009218,LINE-016578,2024-05-31,CUST-000959,NVA-DEC-0123,41128,2024-06-01,2024-06-07,Express,1,126.15,0.0,Percentage,126.15
ORD-009219,LINE-016579,2024-09-03,CUST-019224,NVA-FUR-0031,8093-347,2024-09-03,2024-09-10,Express,1,643.45,0.08,Percentage,591.97
ORD-009220,LINE-016580,2024-01-31,CUST-017598,NVA-DEC-0053,14687,2024-02-01,2024-02-06,Standard,1,140.13,0.29,Percentage,99.49
ORD-009221,LINE-016581,2024-04-10,CUST-014981,NVA-TXT-0071,75011,2024-04-10,2024-04-12,Premium,1,297.8,0.04,Percentage,285.89
ORD-009222,LINE-016582,2024-05-18,CUST-016474,NVA-FUR-0005,47225,2024-05-19,2024-05-25,Standard,2,528.94,0.0,Percentage,1057.88
ORD-009223,LINE-016583,2024-11-25,CUST-014442,NVA-TXT-0096,44733,2024-11-26,2024-11-29,Express,1,401.68,0.21,Percentage,317.33
ORD-009224,LINE-016584,2024-04-15,CUST-012301,NVA-LGT-0048,35114,2024-04-16,2024-04-18,Express,1,140.4,0.0,Percentage,140.4
ORD-009225,LINE-016585,2024-12-13,CUST-003793,NVA-TXT-0016,17698,2024-12-14,2024-12-17,Standard,1,152.18,0.06,Percentage,143.05
ORD-009226,LINE-016586,2024-09-30,CUST-001368,NVA-FUR-0076,14897,2024-09-30,2024-10-02,Standard,1,433.03,0.0,Percentage,433.03
ORD-009227,LINE-016587,2024-02-20,CUST-012275,NVA-FUR-0030,2445-433,2024-02-21,2024-02-28,Standard,2,488.0,0.0,Percentage,976.0
ORD-009227,LINE-016588,2024-02-20,CUST-012275,NVA-TXT-0066,2445-433,2024-02-21,2024-02-28,Standard,1,157.41,0.0,Percentage,157.41
ORD-009228,LINE-016589,2024-11-17,CUST-013880,NVA-KDN-0058,57095,2024-11-18,2024-11-21,Standard,1,938.37,0.3,Percentage,656.86
ORD-009228,LINE-016590,2024-11-17,CUST-013880,NVA-DEC-0079,57095,2024-11-18,2024-11-21,Standard,1,137.31,0.33,Percentage,92.0
ORD-009229,LINE-016591,2024-04-28,CUST-016663,NVA-FUR-0008,13002,2024-04-28,2024-05-02,Premium,1,541.76,0.04,Percentage,520.09
ORD-009229,LINE-016592,2024-04-28,CUST-016663,NVA-LGT-0068,13002,2024-04-28,2024-05-02,Premium,1,136.09,0.05,Percentage,129.29
ORD-009230,LINE-016593,2024-09-26,CUST-012630,NVA-FUR-0022,42671,2024-09-27,2024-10-02,Standard,1,1669.4,0.0,Percentage,1669.4
ORD-009230,LINE-016594,2024-09-26,CUST-012630,NVA-LGT-0053,42671,2024-09-27,2024-10-02,Standard,1,335.57,0.0,Percentage,335.57
ORD-009231,LINE-016595,2024-09-22,CUST-014558,NVA-DEC-0068,06654,2024-09-22,2024-09-24,Standard,1,272.8,0.0,Percentage,272.8
ORD-009231,LINE-016596,2024-09-22,CUST-014558,NVA-DEC-0017,06654,2024-09-22,2024-09-24,Standard,1,249.02,0.0,Percentage,249.02
ORD-009232,LINE-016597,2024-05-27,CUST-017851,NVA-FUR-0016,46069,2024-05-28,2024-05-31,Express,2,285.44,0.02,Percentage,559.46
ORD-009232,LINE-016598,2024-05-27,CUST-017851,NVA-TXT-0031,46069,2024-05-28,2024-05-31,Express,1,328.94,0.07,Percentage,305.91
ORD-009233,LINE-016599,2024-07-09,CUST-003098,NVA-DEC-0075,63919,2024-07-10,2024-07-15,Standard,1,143.81,0.15,Percentage,122.24
ORD-009233,LINE-016600,2024-07-09,CUST-003098,NVA-TXT-0071,63919,2024-07-10,2024-07-15,Standard,1,297.93,0.15,Percentage,253.24
ORD-009234,LINE-016601,2024-01-15,CUST-009645,NVA-DEC-0074,03899,2024-01-16,2024-01-19,Standard,1,114.56,0.27,Percentage,83.63
ORD-009234,LINE-016602,2024-01-15,CUST-009645,NVA-LGT-0046,03899,2024-01-16,2024-01-19,Standard,1,273.75,0.27,Percentage,199.84
ORD-009234,LINE-016603,2024-01-15,CUST-009645,NVA-LGT-0005,03899,2024-01-16,2024-01-19,Standard,1,307.96,0.2,Percentage,246.37
ORD-009235,LINE-016604,2024-06-26,CUST-004471,NVA-TXT-0052,13006,2024-06-26,2024-06-30,Standard,2,176.05,0.21,Percentage,278.16
ORD-009235,LINE-016605,2024-06-26,CUST-004471,NVA-DEC-0067,13006,2024-06-26,2024-06-30,Standard,1,230.26,0.21,Percentage,181.91
ORD-009236,LINE-016606,2024-07-02,CUST-011829,NVA-KDN-0050,29065,2024-07-02,2024-07-07,Standard,1,284.26,0.17,Percentage,235.94
ORD-009237,LINE-016607,2024-11-19,CUST-019918,NVA-FUR-0028,45284,2024-11-20,2024-11-23,Standard,5,1208.81,0.29,Percentage,4291.28
ORD-009237,LINE-016608,2024-11-19,CUST-019918,NVA-LGT-0046,45284,2024-11-20,2024-11-23,Standard,1,299.52,0.27,Percentage,218.65
ORD-009237,LINE-016609,2024-11-19,CUST-019918,NVA-TXT-0024,45284,2024-11-20,2024-11-23,Standard,1,103.25,0.31,Percentage,71.24
ORD-009238,LINE-016610,2024-11-08,CUST-005319,NVA-FUR-0010,59642,2024-11-09,2024-11-13,Standard,2,760.74,0.37,Percentage,958.53
ORD-009238,LINE-016611,2024-11-08,CUST-005319,NVA-LGT-0052,59642,2024-11-09,2024-11-13,Standard,1,71.49,0.26,Percentage,52.9
ORD-009239,LINE-016612,2024-06-26,CUST-008137,NVA-DEC-0037,45224,2024-06-27,2024-07-02,Standard,1,330.16,0.11,Percentage,293.84
ORD-009240,LINE-016613,2024-02-16,CUST-002600,NVA-FUR-0081,35663,2024-02-18,2024-02-23,Standard,1,1004.28,0.0,Percentage,1004.28
ORD-009240,LINE-016614,2024-02-16,CUST-002600,NVA-TXT-0036,35663,2024-02-18,2024-02-23,Standard,1,40.87,0.0,Percentage,40.87
ORD-009240,LINE-016615,2024-02-16,CUST-002600,NVA-FUR-0039,35663,2024-02-18,2024-02-23,Standard,1,1625.55,0.0,Percentage,1625.55
ORD-009241,LINE-016616,2024-11-30,CUST-008927,NVA-LGT-0052,51826,2024-12-01,2024-12-06,Standard,1,78.84,0.26,Percentage,58.34
ORD-009242,LINE-016617,2024-12-30,CUST-003447,NVA-FUR-0030,17698,2025-01-01,2025-01-04,Premium,1,476.99,0.18,Percentage,391.13
ORD-009242,LINE-016618,2024-12-30,CUST-003447,NVA-FUR-0091,17698,2025-01-01,2025-01-04,Premium,1,464.28,0.19,Percentage,376.07
ORD-009243,LINE-016619,2024-11-25,CUST-002068,NVA-LGT-0040,14269,2024-11-26,2024-12-01,Standard,1,164.56,0.18,Percentage,134.94
ORD-009243,LINE-016620,2024-11-25,CUST-002068,NVA-LGT-0061,14269,2024-11-26,2024-12-01,Standard,1,143.29,0.24,Percentage,108.9
ORD-009243,LINE-016621,2024-11-25,CUST-002068,NVA-DEC-0067,14269,2024-11-26,2024-12-01,Standard,1,204.66,0.19,Percentage,165.77
ORD-009243,LINE-016622,2024-11-25,CUST-002068,NVA-DEC-0092,14269,2024-11-26,2024-12-01,Standard,1,277.37,0.22,Percentage,216.35
ORD-009244,LINE-016623,2024-12-15,CUST-002805,NVA-KDN-0021,4707-412,2024-12-15,2024-12-22,Standard,1,172.26,0.13,Percentage,149.87
ORD-009244,LINE-016624,2024-12-15,CUST-002805,NVA-TXT-0006,4707-412,2024-12-15,2024-12-22,Standard,3,915.06,0.09,Percentage,2498.11
