order_id,order_line_id,order_date,customer_id,product_id,country,ship_date,delivery_date,ship_mode,quantity,unit_price,discount,gross_sales,discount_amount,net_sales,cogs,return_Amount,return_quantity,net_revenue_after_returns,adjusted_gross_profit
ORD-009717,LINE-017475,2024-12-08,CUST-019255,NVA-KDN-0026,FRANCE,2024-12-08,2024-12-11,Standard,1,671.17,0.16,671.17,107.3872,563.78,41.39,0.00,0,563.78,522.39
ORD-009718,LINE-017476,2024-02-13,CUST-017874,NVA-TXT-0053,SPAIN,2024-02-14,2024-02-20,Express,1,353.33,0.00,353.33,0.0000,353.33,34.51,0.00,0,353.33,318.82
ORD-009718,LINE-017477,2024-02-13,CUST-017874,NVA-TXT-0021,SPAIN,2024-02-14,2024-02-20,Express,1,341.34,0.04,341.34,13.6536,327.69,32.63,0.00,0,327.69,295.06
ORD-009719,LINE-017478,2024-10-07,CUST-016825,NVA-FUR-0091,FRANCE,2024-10-07,2024-10-10,Standard,2,446.12,0.00,892.24,0.0000,892.24,565.04,0.00,0,892.24,327.20
ORD-009720,LINE-017479,2024-09-26,CUST-000792,NVA-TXT-0005,PORTUGAL,2024-09-27,2024-10-02,Express,2,151.57,0.00,303.14,0.0000,303.14,37.32,0.00,0,303.14,265.82
ORD-009721,LINE-017480,2024-06-25,CUST-012003,NVA-TXT-0036,FRANCE,2024-06-26,2024-06-28,Express,1,40.77,0.23,40.77,9.3771,31.39,7.70,0.00,0,31.39,23.69
ORD-009722,LINE-017481,2024-05-03,CUST-011463,NVA-DEC-0068,SPAIN,2024-05-04,2024-05-09,Express,1,314.24,0.00,314.24,0.0000,314.24,21.41,0.00,0,314.24,292.83
ORD-009722,LINE-017482,2024-05-03,CUST-011463,NVA-TXT-0059,SPAIN,2024-05-04,2024-05-09,Express,2,112.43,0.02,224.86,4.4972,220.36,39.60,0.00,0,220.36,180.76
ORD-009722,LINE-017483,2024-05-03,CUST-011463,NVA-DEC-0099,SPAIN,2024-05-04,2024-05-09,Express,1,290.09,0.10,290.09,29.0090,261.08,21.50,0.00,0,261.08,239.58
ORD-009723,LINE-017484,2024-11-04,CUST-007588,NVA-FUR-0089,FRANCE,2024-11-06,2024-11-08,Express,1,520.42,0.22,520.42,114.4924,405.93,308.79,0.00,0,405.93,97.14
ORD-009724,LINE-017485,2024-05-02,CUST-006673,NVA-LGT-0032,FRANCE,2024-05-03,2024-05-08,Standard,1,110.72,0.00,110.72,0.0000,110.72,35.30,0.00,0,110.72,75.42
ORD-009724,LINE-017486,2024-05-02,CUST-006673,NVA-DEC-0040,FRANCE,2024-05-03,2024-05-08,Standard,1,196.84,0.00,196.84,0.0000,196.84,14.45,0.00,0,196.84,182.39
ORD-009725,LINE-017487,2024-04-14,CUST-005553,NVA-FUR-0094,FRANCE,2024-04-15,2024-04-20,Standard,1,418.46,0.05,418.46,20.9230,397.54,281.69,0.00,0,397.54,115.85
ORD-009726,LINE-017488,2024-01-21,CUST-005565,NVA-FUR-0003,FRANCE,2024-01-23,2024-01-26,Standard,2,259.66,0.33,519.32,171.3756,347.94,380.58,347.94,2,0.00,-380.58
ORD-009727,LINE-017489,2024-12-27,CUST-019289,NVA-SEA-0019,SPAIN,2024-12-28,2024-12-31,Express,1,220.70,0.17,220.70,37.5190,183.18,10.05,0.00,0,183.18,173.13
ORD-009728,LINE-017490,2024-07-04,CUST-002702,NVA-FUR-0043,FRANCE,2024-07-04,2024-07-09,Express,1,205.57,0.13,205.57,26.7241,178.85,153.07,0.00,0,178.85,25.78
ORD-009728,LINE-017491,2024-07-04,CUST-002702,NVA-LGT-0068,FRANCE,2024-07-04,2024-07-09,Express,1,143.31,0.22,143.31,31.5282,111.78,46.92,0.00,0,111.78,64.86
ORD-009728,LINE-017492,2024-07-04,CUST-002702,NVA-LGT-0018,FRANCE,2024-07-04,2024-07-09,Express,1,219.65,0.24,219.65,52.7160,166.93,60.83,0.00,0,166.93,106.10
ORD-009729,LINE-017493,2024-10-30,CUST-014010,NVA-KDN-0014,FRANCE,2024-10-31,2024-11-04,Standard,1,376.59,0.00,376.59,0.0000,376.59,32.21,0.00,0,376.59,344.38
ORD-009729,LINE-017494,2024-10-30,CUST-014010,NVA-TXT-0017,FRANCE,2024-10-31,2024-11-04,Standard,1,352.94,0.00,352.94,0.0000,352.94,48.00,0.00,0,352.94,304.94
ORD-009729,LINE-017495,2024-10-30,CUST-014010,NVA-KDN-0058,FRANCE,2024-10-31,2024-11-04,Standard,1,902.39,0.00,902.39,0.0000,902.39,65.74,0.00,0,902.39,836.65
ORD-009730,LINE-017496,2024-12-23,CUST-012100,NVA-FUR-0005,FRANCE,2024-12-24,2024-12-26,Standard,1,616.61,0.10,616.61,61.6610,554.95,362.03,0.00,0,554.95,192.92
ORD-009731,LINE-017497,2024-03-04,CUST-009736,NVA-DEC-0089,PORTUGAL,2024-03-05,2024-03-12,Standard,1,124.59,0.00,124.59,0.0000,124.59,8.23,0.00,0,124.59,116.36
ORD-009731,LINE-017498,2024-03-04,CUST-009736,NVA-DEC-0114,PORTUGAL,2024-03-05,2024-03-12,Standard,1,132.20,0.00,132.20,0.0000,132.20,13.64,0.00,0,132.20,118.56
ORD-009732,LINE-017499,2024-07-09,CUST-009594,NVA-KDN-0042,FRANCE,2024-07-10,2024-07-12,Standard,2,175.89,0.19,351.78,66.8382,284.94,30.50,0.00,0,284.94,254.44
ORD-009733,LINE-017500,2024-09-02,CUST-002358,NVA-DEC-0093,FRANCE,2024-09-04,2024-09-06,Express,1,266.63,0.00,266.63,0.0000,266.63,21.35,0.00,0,266.63,245.28
ORD-009733,LINE-017501,2024-09-02,CUST-002358,NVA-TXT-0075,FRANCE,2024-09-04,2024-09-06,Express,1,109.93,0.06,109.93,6.5958,103.33,23.50,0.00,0,103.33,79.83
ORD-009734,LINE-017502,2024-02-01,CUST-014910,NVA-DEC-0124,FRANCE,2024-02-02,2024-02-06,Express,1,498.99,0.00,498.99,0.0000,498.99,27.96,0.00,0,498.99,471.03
ORD-009734,LINE-017503,2024-02-01,CUST-014910,NVA-TXT-0038,FRANCE,2024-02-02,2024-02-06,Express,1,118.27,0.00,118.27,0.0000,118.27,20.48,0.00,0,118.27,97.79
ORD-009734,LINE-017504,2024-02-01,CUST-014910,NVA-LGT-0067,FRANCE,2024-02-02,2024-02-06,Express,1,522.01,0.07,522.01,36.5407,485.47,115.88,485.47,1,0.00,-115.88
ORD-009735,LINE-017505,2024-10-08,CUST-013008,NVA-FUR-0027,FRANCE,2024-10-09,2024-10-11,Express,1,391.86,0.04,391.86,15.6744,376.19,224.42,0.00,0,376.19,151.77
ORD-009735,LINE-017506,2024-10-08,CUST-013008,NVA-DEC-0048,FRANCE,2024-10-09,2024-10-11,Express,1,98.24,0.00,98.24,0.0000,98.24,9.27,0.00,0,98.24,88.97
ORD-009735,LINE-017507,2024-10-08,CUST-013008,NVA-DEC-0060,FRANCE,2024-10-09,2024-10-11,Express,2,223.98,0.00,447.96,0.0000,447.96,32.26,0.00,0,447.96,415.70
ORD-009736,LINE-017508,2024-03-10,CUST-000362,NVA-LGT-0055,FRANCE,2024-03-12,2024-03-17,Standard,1,334.48,0.00,334.48,0.0000,334.48,86.16,0.00,0,334.48,248.32
ORD-009737,LINE-017509,2024-11-18,CUST-006582,NVA-FUR-0100,FRANCE,2024-11-19,2024-11-22,Standard,1,638.91,0.38,638.91,242.7858,396.12,272.30,0.00,0,396.12,123.82
ORD-009738,LINE-017510,2024-01-22,CUST-004916,NVA-LGT-0030,FRANCE,2024-01-23,2024-01-26,Standard,3,695.16,0.20,2085.48,417.0960,1668.38,440.94,0.00,0,1668.38,1227.44
ORD-009738,LINE-017511,2024-01-22,CUST-004916,NVA-DEC-0021,FRANCE,2024-01-23,2024-01-26,Standard,1,343.82,0.18,343.82,61.8876,281.93,18.11,0.00,0,281.93,263.82
ORD-009738,LINE-017512,2024-01-22,CUST-004916,NVA-DEC-0048,FRANCE,2024-01-23,2024-01-26,Standard,1,97.37,0.10,97.37,9.7370,87.63,9.27,0.00,0,87.63,78.36
ORD-009739,LINE-017513,2024-05-01,CUST-016398,NVA-SEA-0036,SPAIN,2024-05-01,2024-05-05,Standard,1,232.54,0.00,232.54,0.0000,232.54,16.62,0.00,0,232.54,215.92
ORD-009739,LINE-017514,2024-05-01,CUST-016398,NVA-KDN-0038,SPAIN,2024-05-01,2024-05-05,Standard,1,216.02,0.04,216.02,8.6408,207.38,17.65,0.00,0,207.38,189.73
ORD-009740,LINE-017515,2024-05-15,CUST-017707,NVA-FUR-0095,FRANCE,2024-05-16,2024-05-19,Standard,1,1024.76,0.00,1024.76,0.0000,1024.76,469.96,0.00,0,1024.76,554.80
ORD-009741,LINE-017516,2024-12-03,CUST-012068,NVA-FUR-0032,FRANCE,2024-12-04,2024-12-06,Express,1,409.38,0.15,409.38,61.4070,347.97,227.54,347.97,1,0.00,-227.54
ORD-009741,LINE-017517,2024-12-03,CUST-012068,NVA-TXT-0071,FRANCE,2024-12-04,2024-12-06,Express,1,320.74,0.14,320.74,44.9036,275.84,41.95,0.00,0,275.84,233.89
ORD-009742,LINE-017518,2024-11-01,CUST-018547,NVA-FUR-0029,SPAIN,2024-11-02,2024-11-05,Standard,1,338.71,0.33,338.71,111.7743,226.94,259.52,0.00,0,226.94,-32.58
ORD-009743,LINE-017519,2024-02-14,CUST-008347,NVA-FUR-0031,SPAIN,2024-02-15,2024-02-21,Standard,1,557.14,0.06,557.14,33.4284,523.71,355.76,0.00,0,523.71,167.95
ORD-009744,LINE-017520,2024-12-01,CUST-014653,NVA-TXT-0057,FRANCE,2024-12-02,2024-12-04,Standard,1,490.66,0.09,490.66,44.1594,446.50,53.55,0.00,0,446.50,392.95
ORD-009745,LINE-017521,2024-04-03,CUST-008541,NVA-FUR-0091,FRANCE,2024-04-04,2024-04-07,Standard,1,440.98,0.10,440.98,44.0980,396.88,282.52,0.00,0,396.88,114.36
ORD-009746,LINE-017522,2024-08-29,CUST-014738,NVA-LGT-0055,FRANCE,2024-08-31,2024-09-03,Standard,1,314.80,0.00,314.80,0.0000,314.80,86.16,314.80,1,0.00,-86.16
ORD-009746,LINE-017523,2024-08-29,CUST-014738,NVA-LGT-0040,FRANCE,2024-08-31,2024-09-03,Standard,1,167.34,0.00,167.34,0.0000,167.34,58.88,167.34,1,0.00,-58.88
ORD-009747,LINE-017524,2024-04-20,CUST-012652,NVA-FUR-0067,SPAIN,2024-04-22,2024-04-28,Express,1,603.56,0.04,603.56,24.1424,579.42,354.19,0.00,0,579.42,225.23
ORD-009747,LINE-017525,2024-04-20,CUST-012652,NVA-DEC-0099,SPAIN,2024-04-22,2024-04-28,Express,1,283.26,0.07,283.26,19.8282,263.43,21.50,0.00,0,263.43,241.93
ORD-009747,LINE-017526,2024-04-20,CUST-012652,NVA-FUR-0030,SPAIN,2024-04-22,2024-04-28,Express,1,521.78,0.00,521.78,0.0000,521.78,288.19,0.00,0,521.78,233.59
ORD-009748,LINE-017527,2024-01-25,CUST-009371,NVA-TXT-0091,FRANCE,2024-01-26,2024-01-29,Standard,1,248.99,0.21,248.99,52.2879,196.70,22.92,0.00,0,196.70,173.78
ORD-009748,LINE-017528,2024-01-25,CUST-009371,NVA-TXT-0042,FRANCE,2024-01-26,2024-01-29,Standard,1,219.75,0.28,219.75,61.5300,158.22,26.94,0.00,0,158.22,131.28
ORD-009749,LINE-017529,2024-06-08,CUST-005467,NVA-KDN-0021,FRANCE,2024-06-09,2024-06-11,Standard,1,193.30,0.04,193.30,7.7320,185.57,20.24,0.00,0,185.57,165.33
ORD-009750,LINE-017530,2024-02-21,CUST-001942,NVA-FUR-0076,FRANCE,2024-02-21,2024-02-26,Standard,1,438.89,0.07,438.89,30.7223,408.17,264.76,0.00,0,408.17,143.41
ORD-009750,LINE-017531,2024-02-21,CUST-001942,NVA-LGT-0068,FRANCE,2024-02-21,2024-02-26,Standard,1,145.12,0.03,145.12,4.3536,140.77,46.92,140.77,1,0.00,-46.92
ORD-009750,LINE-017532,2024-02-21,CUST-001942,NVA-LGT-0043,FRANCE,2024-02-21,2024-02-26,Standard,1,262.78,0.00,262.78,0.0000,262.78,68.80,0.00,0,262.78,193.98
ORD-009751,LINE-017533,2024-12-04,CUST-018048,NVA-DEC-0112,FRANCE,2024-12-05,2024-12-10,Standard,1,247.09,0.06,247.09,14.8254,232.26,14.98,0.00,0,232.26,217.28
ORD-009751,LINE-017534,2024-12-04,CUST-018048,NVA-TXT-0059,FRANCE,2024-12-05,2024-12-10,Standard,1,110.30,0.16,110.30,17.6480,92.65,19.80,0.00,0,92.65,72.85
ORD-009752,LINE-017535,2024-01-09,CUST-001385,NVA-DEC-0071,SPAIN,2024-01-11,2024-01-14,Standard,2,62.00,0.18,124.00,22.3200,101.68,11.58,0.00,0,101.68,90.10
ORD-009752,LINE-017536,2024-01-09,CUST-001385,NVA-DEC-0041,SPAIN,2024-01-11,2024-01-14,Standard,1,133.04,0.14,133.04,18.6256,114.41,11.76,0.00,0,114.41,102.65
ORD-009752,LINE-017537,2024-01-09,CUST-001385,NVA-TXT-0071,SPAIN,2024-01-11,2024-01-14,Standard,1,296.54,0.14,296.54,41.5156,255.02,41.95,0.00,0,255.02,213.07
ORD-009753,LINE-017538,2024-08-06,CUST-007104,NVA-DEC-0028,FRANCE,2024-08-07,2024-08-12,Express,1,228.91,0.08,228.91,18.3128,210.60,15.39,0.00,0,210.60,195.21
ORD-009754,LINE-017539,2024-10-27,CUST-004642,NVA-DEC-0021,PORTUGAL,2024-10-28,2024-10-31,Standard,1,351.65,0.00,351.65,0.0000,351.65,18.11,0.00,0,351.65,333.54
ORD-009755,LINE-017540,2024-08-23,CUST-006226,NVA-KDN-0036,FRANCE,2024-08-25,2024-08-28,Standard,1,438.07,0.04,438.07,17.5228,420.55,28.83,0.00,0,420.55,391.72
ORD-009756,LINE-017541,2024-06-05,CUST-018840,NVA-TXT-0029,FRANCE,2024-06-07,2024-06-09,Standard,1,304.71,0.08,304.71,24.3768,280.33,29.33,0.00,0,280.33,251.00
ORD-009757,LINE-017542,2024-08-11,CUST-019777,NVA-DEC-0114,FRANCE,2024-08-13,2024-08-18,Express,1,151.20,0.04,151.20,6.0480,145.15,13.64,0.00,0,145.15,131.51
ORD-009758,LINE-017543,2024-04-02,CUST-004035,NVA-KDN-0043,FRANCE,2024-04-03,2024-04-05,Standard,2,311.05,0.00,622.10,0.0000,622.10,48.76,0.00,0,622.10,573.34
ORD-009759,LINE-017544,2024-11-25,CUST-000633,NVA-TXT-0075,FRANCE,2024-11-26,2024-11-28,Standard,1,133.64,0.21,133.64,28.0644,105.58,23.50,0.00,0,105.58,82.08
ORD-009760,LINE-017545,2024-11-02,CUST-004919,NVA-LGT-0061,FRANCE,2024-11-03,2024-11-07,Standard,1,143.77,0.31,143.77,44.5687,99.20,50.31,0.00,0,99.20,48.89
ORD-009760,LINE-017546,2024-11-02,CUST-004919,NVA-LGT-0066,FRANCE,2024-11-03,2024-11-07,Standard,1,359.79,0.29,359.79,104.3391,255.45,69.71,0.00,0,255.45,185.74
ORD-009760,LINE-017547,2024-11-02,CUST-004919,NVA-DEC-0114,FRANCE,2024-11-03,2024-11-07,Standard,1,135.33,0.28,135.33,37.8924,97.44,13.64,0.00,0,97.44,83.80
ORD-009761,LINE-017548,2024-04-13,CUST-018375,NVA-LGT-0048,FRANCE,2024-04-14,2024-04-16,Standard,2,144.96,0.00,289.92,0.0000,289.92,98.46,289.92,2,0.00,-98.46
ORD-009762,LINE-017549,2024-05-06,CUST-000376,NVA-DEC-0117,FRANCE,2024-05-07,2024-05-10,Standard,1,103.99,0.00,103.99,0.0000,103.99,7.19,0.00,0,103.99,96.80
ORD-009763,LINE-017550,2024-08-08,CUST-001671,NVA-FUR-0009,FRANCE,2024-08-10,2024-08-15,Standard,1,644.93,0.00,644.93,0.0000,644.93,343.49,644.93,1,0.00,-343.49
ORD-009763,LINE-017551,2024-08-08,CUST-001671,NVA-FUR-0086,FRANCE,2024-08-10,2024-08-15,Standard,1,636.59,0.00,636.59,0.0000,636.59,298.17,0.00,0,636.59,338.42
ORD-009764,LINE-017552,2024-01-30,CUST-014863,NVA-FUR-0009,FRANCE,2024-01-31,2024-02-03,Premium,3,544.22,0.21,1632.66,342.8586,1289.80,1030.47,0.00,0,1289.80,259.33
ORD-009764,LINE-017553,2024-01-30,CUST-014863,NVA-FUR-0034,FRANCE,2024-01-31,2024-02-03,Premium,1,475.89,0.26,475.89,123.7314,352.16,253.16,0.00,0,352.16,99.00
ORD-009765,LINE-017554,2024-12-17,CUST-002965,NVA-FUR-0094,FRANCE,2024-12-18,2024-12-22,Standard,1,460.83,0.20,460.83,92.1660,368.66,281.69,0.00,0,368.66,86.97
ORD-009765,LINE-017555,2024-12-17,CUST-002965,NVA-LGT-0051,FRANCE,2024-12-18,2024-12-22,Standard,1,314.55,0.19,314.55,59.7645,254.79,59.10,0.00,0,254.79,195.69
ORD-009765,LINE-017556,2024-12-17,CUST-002965,NVA-TXT-0041,FRANCE,2024-12-18,2024-12-22,Standard,1,156.25,0.12,156.25,18.7500,137.50,20.70,0.00,0,137.50,116.80
ORD-009766,LINE-017557,2024-12-29,CUST-011255,NVA-KDN-0036,PORTUGAL,2024-12-30,2025-01-02,Standard,1,413.32,0.07,413.32,28.9324,384.39,28.83,0.00,0,384.39,355.56
ORD-009767,LINE-017558,2024-08-18,CUST-010047,NVA-LGT-0018,FRANCE,2024-08-19,2024-08-23,Standard,1,217.09,0.03,217.09,6.5127,210.58,60.83,0.00,0,210.58,149.75
ORD-009768,LINE-017559,2024-12-31,CUST-010931,NVA-LGT-0065,SPAIN,2025-01-01,2025-01-04,Standard,2,164.66,0.10,329.32,32.9320,296.39,81.34,0.00,0,296.39,215.05
ORD-009768,LINE-017560,2024-12-31,CUST-010931,NVA-DEC-0041,SPAIN,2025-01-01,2025-01-04,Standard,1,122.30,0.13,122.30,15.8990,106.40,11.76,0.00,0,106.40,94.64
ORD-009769,LINE-017561,2024-11-23,CUST-003435,NVA-FUR-0067,SPAIN,2024-11-24,2024-11-28,Premium,2,614.18,0.34,1228.36,417.6424,810.72,708.38,0.00,0,810.72,102.34
ORD-009769,LINE-017562,2024-11-23,CUST-003435,NVA-FUR-0031,SPAIN,2024-11-24,2024-11-28,Premium,1,615.15,0.15,615.15,92.2725,522.88,355.76,0.00,0,522.88,167.12
ORD-009769,LINE-017563,2024-11-23,CUST-003435,NVA-TXT-0049,SPAIN,2024-11-24,2024-11-28,Premium,2,82.99,0.32,165.98,53.1136,112.87,30.84,0.00,0,112.87,82.03
ORD-009769,LINE-017564,2024-11-23,CUST-003435,NVA-TXT-0010,SPAIN,2024-11-24,2024-11-28,Premium,2,489.33,0.33,978.66,322.9578,655.70,102.54,0.00,0,655.70,553.16
ORD-009770,LINE-017565,2024-09-21,CUST-003344,NVA-LGT-0073,FRANCE,2024-09-23,2024-09-26,Standard,1,196.91,0.09,196.91,17.7219,179.19,51.70,0.00,0,179.19,127.49
ORD-009770,LINE-017566,2024-09-21,CUST-003344,NVA-LGT-0063,FRANCE,2024-09-23,2024-09-26,Standard,1,409.74,0.00,409.74,0.0000,409.74,88.23,0.00,0,409.74,321.51
ORD-009770,LINE-017567,2024-09-21,CUST-003344,NVA-LGT-0048,FRANCE,2024-09-23,2024-09-26,Standard,1,148.24,0.07,148.24,10.3768,137.86,49.23,0.00,0,137.86,88.63
ORD-009771,LINE-017568,2024-11-21,CUST-018661,NVA-FUR-0030,FRANCE,2024-11-23,2024-11-28,Standard,2,455.03,0.29,910.06,263.9174,646.14,576.38,0.00,0,646.14,69.76
ORD-009771,LINE-017569,2024-11-21,CUST-018661,NVA-LGT-0048,FRANCE,2024-11-23,2024-11-28,Standard,2,139.71,0.17,279.42,47.5014,231.92,98.46,0.00,0,231.92,133.46
ORD-009772,LINE-017570,2024-11-23,CUST-008252,NVA-DEC-0027,FRANCE,2024-11-25,2024-11-28,Standard,1,92.87,0.18,92.87,16.7166,76.15,6.65,0.00,0,76.15,69.50
ORD-009772,LINE-017571,2024-11-23,CUST-008252,NVA-TXT-0035,FRANCE,2024-11-25,2024-11-28,Standard,1,182.45,0.22,182.45,40.1390,142.31,22.94,0.00,0,142.31,119.37
ORD-009772,LINE-017572,2024-11-23,CUST-008252,NVA-DEC-0033,FRANCE,2024-11-25,2024-11-28,Standard,3,146.29,0.33,438.87,144.8271,294.04,31.08,0.00,0,294.04,262.96
ORD-009773,LINE-017573,2024-12-17,CUST-008022,NVA-LGT-0048,FRANCE,2024-12-18,2024-12-22,Express,2,144.41,0.11,288.82,31.7702,257.05,98.46,0.00,0,257.05,158.59
ORD-009774,LINE-017574,2024-03-26,CUST-001900,NVA-DEC-0055,FRANCE,2024-03-27,2024-04-01,Express,1,180.29,0.00,180.29,0.0000,180.29,11.76,0.00,0,180.29,168.53
ORD-009774,LINE-017575,2024-03-26,CUST-001900,NVA-TXT-0049,FRANCE,2024-03-27,2024-04-01,Express,1,85.01,0.04,85.01,3.4004,81.61,15.42,0.00,0,81.61,66.19
ORD-009775,LINE-017576,2024-02-14,CUST-016256,NVA-TXT-0063,FRANCE,2024-02-15,2024-02-19,Standard,1,555.37,0.00,555.37,0.0000,555.37,62.40,0.00,0,555.37,492.97
ORD-009776,LINE-017577,2024-06-10,CUST-001944,NVA-DEC-0107,FRANCE,2024-06-10,2024-06-12,Standard,1,250.12,0.07,250.12,17.5084,232.61,17.94,0.00,0,232.61,214.67
ORD-009777,LINE-017578,2024-07-20,CUST-011447,NVA-LGT-0046,FRANCE,2024-07-21,2024-07-23,Standard,1,292.69,0.00,292.69,0.0000,292.69,81.46,0.00,0,292.69,211.23
ORD-009778,LINE-017579,2024-12-10,CUST-004836,NVA-FUR-0085,FRANCE,2024-12-11,2024-12-13,Express,1,573.69,0.16,573.69,91.7904,481.90,334.67,0.00,0,481.90,147.23
ORD-009778,LINE-017580,2024-12-10,CUST-004836,NVA-TXT-0078,FRANCE,2024-12-11,2024-12-13,Express,1,158.66,0.14,158.66,22.2124,136.45,28.03,0.00,0,136.45,108.42
ORD-009779,LINE-017581,2024-01-10,CUST-010150,NVA-SEA-0007,FRANCE,2024-01-11,2024-01-16,Standard,1,246.91,0.28,246.91,69.1348,177.78,11.99,0.00,0,177.78,165.79
ORD-009779,LINE-017582,2024-01-10,CUST-010150,NVA-SEA-0022,FRANCE,2024-01-11,2024-01-16,Standard,2,206.53,0.12,413.06,49.5672,363.49,27.90,0.00,0,363.49,335.59
ORD-009780,LINE-017583,2024-01-20,CUST-004548,NVA-TXT-0075,FRANCE,2024-01-21,2024-01-26,Standard,1,136.15,0.22,136.15,29.9530,106.20,23.50,0.00,0,106.20,82.70
ORD-009780,LINE-017584,2024-01-20,CUST-004548,NVA-TXT-0078,FRANCE,2024-01-21,2024-01-26,Standard,1,158.50,0.29,158.50,45.9650,112.54,28.03,0.00,0,112.54,84.51
ORD-009780,LINE-017585,2024-01-20,CUST-004548,NVA-TXT-0031,FRANCE,2024-01-21,2024-01-26,Standard,1,347.16,0.20,347.16,69.4320,277.73,35.44,0.00,0,277.73,242.29
ORD-009781,LINE-017586,2024-11-10,CUST-003898,NVA-SEA-0008,FRANCE,2024-11-11,2024-11-16,Standard,1,473.52,0.20,473.52,94.7040,378.82,18.87,0.00,0,378.82,359.95
ORD-009781,LINE-017587,2024-11-10,CUST-003898,NVA-KDN-0049,FRANCE,2024-11-11,2024-11-16,Standard,1,334.20,0.20,334.20,66.8400,267.36,27.23,0.00,0,267.36,240.13
ORD-009782,LINE-017588,2024-05-25,CUST-009782,NVA-SEA-0005,FRANCE,2024-05-26,2024-05-28,Premium,2,214.95,0.00,429.90,0.0000,429.90,20.70,0.00,0,429.90,409.20
ORD-009782,LINE-017589,2024-05-25,CUST-009782,NVA-DEC-0045,FRANCE,2024-05-26,2024-05-28,Premium,1,194.29,0.00,194.29,0.0000,194.29,13.24,0.00,0,194.29,181.05
ORD-009782,LINE-017590,2024-05-25,CUST-009782,NVA-KDN-0011,FRANCE,2024-05-26,2024-05-28,Premium,2,329.19,0.05,658.38,32.9190,625.46,43.22,0.00,0,625.46,582.24
ORD-009783,LINE-017591,2024-01-06,CUST-011252,NVA-DEC-0012,FRANCE,2024-01-07,2024-01-11,Standard,1,170.18,0.13,170.18,22.1234,148.06,15.14,0.00,0,148.06,132.92
ORD-009783,LINE-017592,2024-01-06,CUST-011252,NVA-TXT-0077,FRANCE,2024-01-07,2024-01-11,Standard,1,325.39,0.17,325.39,55.3163,270.07,45.87,0.00,0,270.07,224.20
ORD-009783,LINE-017593,2024-01-06,CUST-011252,NVA-TXT-0011,FRANCE,2024-01-07,2024-01-11,Standard,1,138.62,0.30,138.62,41.5860,97.03,24.31,0.00,0,97.03,72.72
ORD-009784,LINE-017594,2024-10-30,CUST-016788,NVA-FUR-0067,SPAIN,2024-10-31,2024-11-04,Standard,1,532.21,0.00,532.21,0.0000,532.21,354.19,0.00,0,532.21,178.02
ORD-009784,LINE-017595,2024-10-30,CUST-016788,NVA-FUR-0089,SPAIN,2024-10-31,2024-11-04,Standard,2,556.63,0.10,1113.26,111.3260,1001.93,617.58,0.00,0,1001.93,384.35
ORD-009784,LINE-017596,2024-10-30,CUST-016788,NVA-FUR-0031,SPAIN,2024-10-31,2024-11-04,Standard,2,621.11,0.00,1242.22,0.0000,1242.22,711.52,1242.22,2,0.00,-711.52
ORD-009785,LINE-017597,2024-11-01,CUST-003307,NVA-LGT-0018,FRANCE,2024-11-02,2024-11-07,Standard,1,218.05,0.16,218.05,34.8880,183.16,60.83,0.00,0,183.16,122.33
ORD-009785,LINE-017598,2024-11-01,CUST-003307,NVA-LGT-0048,FRANCE,2024-11-02,2024-11-07,Standard,1,138.08,0.31,138.08,42.8048,95.28,49.23,0.00,0,95.28,46.05
ORD-009785,LINE-017599,2024-11-01,CUST-003307,NVA-DEC-0123,FRANCE,2024-11-02,2024-11-07,Standard,2,137.54,0.17,275.08,46.7636,228.32,25.06,0.00,0,228.32,203.26
ORD-009786,LINE-017600,2024-12-25,CUST-014853,NVA-DEC-0096,FRANCE,2024-12-26,2024-12-28,Standard,1,179.42,0.20,179.42,35.8840,143.54,12.72,0.00,0,143.54,130.82
ORD-009786,LINE-017601,2024-12-25,CUST-014853,NVA-LGT-0053,FRANCE,2024-12-26,2024-12-28,Standard,3,348.06,0.19,1044.18,198.3942,845.79,191.85,0.00,0,845.79,653.94
ORD-009786,LINE-017602,2024-12-25,CUST-014853,NVA-TXT-0059,FRANCE,2024-12-26,2024-12-28,Standard,2,109.58,0.18,219.16,39.4488,179.71,39.60,0.00,0,179.71,140.11
ORD-009787,LINE-017603,2024-09-12,CUST-010483,NVA-KDN-0008,FRANCE,2024-09-12,2024-09-15,Standard,2,116.44,0.05,232.88,11.6440,221.24,18.36,221.24,2,0.00,-18.36
ORD-009787,LINE-017604,2024-09-12,CUST-010483,NVA-KDN-0049,FRANCE,2024-09-12,2024-09-15,Standard,1,313.73,0.09,313.73,28.2357,285.49,27.23,0.00,0,285.49,258.26
ORD-009787,LINE-017605,2024-09-12,CUST-010483,NVA-DEC-0068,FRANCE,2024-09-12,2024-09-15,Standard,2,277.30,0.09,554.60,49.9140,504.69,42.82,0.00,0,504.69,461.87
ORD-009787,LINE-017606,2024-09-12,CUST-010483,NVA-KDN-0014,FRANCE,2024-09-12,2024-09-15,Standard,1,340.63,0.07,340.63,23.8441,316.79,32.21,0.00,0,316.79,284.58
ORD-009788,LINE-017607,2024-06-21,CUST-007184,NVA-FUR-0016,FRANCE,2024-06-21,2024-06-25,Standard,1,292.42,0.17,292.42,49.7114,242.71,219.62,0.00,0,242.71,23.09
