Return_ID,Order_ID,Order_Line_ID,Return_Date,Return_Reason,Return_Amount,Return_Quantity
RET-000750,ORD-006056,LINE-010832,2024-06-08,Customer Changed Mind,195.89,1
RET-000751,ORD-004269,LINE-007666,2024-12-21,Damaged Product,343.67,1
RET-000752,ORD-008765,LINE-015744,2025-01-10,Customer Changed Mind,301.8,1
RET-000753,ORD-011271,LINE-020323,2024-04-27,Product Not As Expected,266.35,1
RET-000754,ORD-007009,LINE-012516,2024-01-28,Wrong Product,342.52,1
RET-000755,ORD-007456,LINE-013350,2024-06-06,Product Not As Expected,901.44,2
RET-000756,ORD-006824,LINE-012175,2024-08-01,Customer Changed Mind,455.86,1
RET-000757,ORD-007139,LINE-012749,2024-06-30,Delivery Issue,611.38,1
RET-000758,ORD-012232,LINE-022030,2024-06-18,Delivery Issue,401.51,1
RET-000759,ORD-011114,LINE-020025,2024-12-23,Customer Changed Mind,204.35,1
RET-000760,ORD-002067,LINE-003691,2024-02-13,Wrong Product,355.19,3
RET-000761,ORD-003420,LINE-006145,2024-12-26,Damaged Product,192.33,1
RET-000762,ORD-001829,LINE-003242,2024-08-09,Customer Changed Mind,243.62,2
RET-000763,ORD-012626,LINE-022754,2024-12-07,Delivery Issue,92.53,1
RET-000764,ORD-002150,LINE-003846,2024-11-30,Customer Changed Mind,143.32,1
RET-000765,ORD-006149,LINE-011004,2024-11-19,Customer Changed Mind,157.22,2
RET-000766,ORD-005776,LINE-010339,2024-04-01,Delivery Issue,244.78,1
RET-000767,ORD-000067,LINE-000120,2024-03-09,Customer Changed Mind,600.87,2
RET-000768,ORD-008291,LINE-014867,2024-09-06,Wrong Product,575.66,1
RET-000769,ORD-001617,LINE-002858,2024-02-11,Product Not As Expected,93.69,1
RET-000770,ORD-006981,LINE-012462,2024-10-22,Wrong Product,100.02,1
RET-000771,ORD-012631,LINE-022761,2024-08-02,Damaged Product,686.32,1
RET-000772,ORD-002479,LINE-004432,2024-10-23,Customer Changed Mind,592.57,1
RET-000773,ORD-000736,LINE-001283,2024-06-15,Damaged Product,207.07,2
RET-000774,ORD-011912,LINE-021465,2024-12-06,Customer Changed Mind,222.63,3
RET-000775,ORD-005487,LINE-009837,2024-06-20,Product Not As Expected,353.07,1
RET-000776,ORD-001818,LINE-003220,2024-07-04,Damaged Product,130.2,1
RET-000777,ORD-008521,LINE-015288,2025-01-06,Damaged Product,747.86,2
RET-000778,ORD-007682,LINE-013773,2024-05-05,Customer Changed Mind,212.45,1
RET-000779,ORD-011145,LINE-020086,2024-02-20,Wrong Product,159.51,1
RET-000780,ORD-004731,LINE-008489,2024-01-29,Customer Changed Mind,172.67,2
RET-000781,ORD-000586,LINE-001013,2024-07-21,Customer Changed Mind,83.62,1
RET-000782,ORD-004776,LINE-008578,2024-08-13,Product Not As Expected,365.32,1
RET-000783,ORD-007888,LINE-014140,2024-06-12,Delivery Issue,155.61,1
RET-000784,ORD-008061,LINE-014457,2024-04-14,Product Not As Expected,427.47,2
RET-000785,ORD-009761,LINE-017548,2024-04-29,Customer Changed Mind,289.92,2
RET-000786,ORD-007026,LINE-012549,2024-03-15,Wrong Product,157.62,1
RET-000787,ORD-004499,LINE-008062,2025-01-09,Product Not As Expected,1168.33,3
RET-000788,ORD-002577,LINE-004599,2025-01-28,Customer Changed Mind,397.77,1
RET-000789,ORD-004153,LINE-007452,2024-08-22,Customer Changed Mind,262.18,2
RET-000790,ORD-013425,LINE-024186,2024-08-20,Customer Changed Mind,100.07,1
RET-000791,ORD-003845,LINE-006916,2024-06-07,Delivery Issue,334.33,2
RET-000792,ORD-000739,LINE-001288,2024-12-30,Customer Changed Mind,289.1,1
RET-000793,ORD-007058,LINE-012603,2024-02-17,Product Not As Expected,479.18,1
RET-000794,ORD-008753,LINE-015723,2024-05-18,Customer Changed Mind,463.18,1
RET-000795,ORD-013291,LINE-023955,2024-07-06,Customer Changed Mind,63.18,1
RET-000796,ORD-007667,LINE-013744,2024-04-28,Customer Changed Mind,139.27,1
RET-000797,ORD-008205,LINE-014716,2024-10-17,Damaged Product,4063.64,4
RET-000798,ORD-010042,LINE-018084,2024-08-03,Wrong Product,443.74,1
RET-000799,ORD-008608,LINE-015450,2024-09-13,Product Not As Expected,640.19,1
RET-000800,ORD-001064,LINE-001861,2024-11-28,Customer Changed Mind,72.43,1
RET-000801,ORD-004945,LINE-008869,2024-04-02,Damaged Product,81.7,1
RET-000802,ORD-006053,LINE-010828,2024-03-17,Damaged Product,199.6,1
RET-000803,ORD-002631,LINE-004705,2024-04-04,Delivery Issue,192.28,2
RET-000804,ORD-002056,LINE-003670,2024-08-12,Damaged Product,538.17,1
RET-000805,ORD-006191,LINE-011089,2024-05-26,Customer Changed Mind,89.84,1
RET-000806,ORD-007196,LINE-012850,2024-12-25,Delivery Issue,543.74,1
RET-000807,ORD-013490,LINE-024291,2024-07-15,Delivery Issue,117.44,1
RET-000808,ORD-011754,LINE-021174,2024-01-29,Wrong Product,49.75,1
RET-000809,ORD-005572,LINE-009989,2024-12-04,Wrong Product,188.52,2
RET-000810,ORD-003951,LINE-007106,2024-07-20,Wrong Product,551.73,1
RET-000811,ORD-001490,LINE-002639,2024-11-13,Customer Changed Mind,472.91,1
RET-000812,ORD-012864,LINE-023191,2024-08-17,Delivery Issue,277.26,1
RET-000813,ORD-006142,LINE-010987,2024-11-18,Customer Changed Mind,443.89,1
RET-000814,ORD-000425,LINE-000754,2024-06-06,Wrong Product,471.5,1
RET-000815,ORD-009322,LINE-016765,2024-06-30,Damaged Product,460.2,1
RET-000816,ORD-012726,LINE-022940,2024-08-16,Customer Changed Mind,220.8,1
RET-000817,ORD-009931,LINE-017884,2024-12-16,Customer Changed Mind,177.51,1
RET-000818,ORD-009656,LINE-017355,2024-10-16,Customer Changed Mind,357.66,1
RET-000819,ORD-011526,LINE-020786,2024-12-11,Damaged Product,63.64,1
RET-000820,ORD-003381,LINE-006070,2024-09-29,Product Not As Expected,1040.3,1
RET-000821,ORD-004904,LINE-008801,2024-07-24,Customer Changed Mind,91.45,1
RET-000822,ORD-000760,LINE-001329,2024-03-10,Wrong Product,59.7,1
RET-000823,ORD-002555,LINE-004561,2024-02-17,Damaged Product,117.63,1
RET-000824,ORD-012870,LINE-023205,2024-12-05,Customer Changed Mind,115.29,1
RET-000825,ORD-001957,LINE-003487,2024-08-13,Customer Changed Mind,487.55,1
RET-000826,ORD-007319,LINE-013082,2024-11-10,Damaged Product,499.36,2
RET-000827,ORD-000591,LINE-001021,2024-05-17,Delivery Issue,191.21,1
RET-000828,ORD-011073,LINE-019949,2024-01-31,Delivery Issue,89.31,1
RET-000829,ORD-003220,LINE-005778,2024-03-07,Customer Changed Mind,616.38,1
RET-000830,ORD-008977,LINE-016128,2024-03-12,Product Not As Expected,175.68,1
RET-000831,ORD-000059,LINE-000107,2024-02-14,Wrong Product,362.34,3
RET-000832,ORD-013085,LINE-023580,2024-01-28,Product Not As Expected,147.13,1
RET-000833,ORD-005310,LINE-009512,2024-11-10,Product Not As Expected,161.08,1
RET-000834,ORD-011678,LINE-021042,2024-06-17,Customer Changed Mind,54.55,1
RET-000835,ORD-000611,LINE-001060,2024-03-10,Delivery Issue,1252.92,2
RET-000836,ORD-011701,LINE-021076,2024-08-16,Damaged Product,139.82,1
RET-000837,ORD-009499,LINE-017074,2024-07-03,Delivery Issue,267.56,2
RET-000838,ORD-011506,LINE-020746,2024-12-14,Product Not As Expected,236.62,1
RET-000839,ORD-010717,LINE-019307,2024-08-07,Product Not As Expected,645.83,1
RET-000840,ORD-001505,LINE-002662,2024-12-24,Customer Changed Mind,252.43,1
RET-000841,ORD-009569,LINE-017193,2024-06-07,Customer Changed Mind,274.34,1
RET-000842,ORD-001471,LINE-002599,2024-12-01,Product Not As Expected,690.01,1
RET-000843,ORD-001276,LINE-002239,2024-09-24,Delivery Issue,116.52,1
RET-000844,ORD-012848,LINE-023162,2024-04-03,Customer Changed Mind,234.57,1
RET-000845,ORD-008476,LINE-015214,2024-05-09,Customer Changed Mind,134.76,1
RET-000846,ORD-000454,LINE-000802,2024-07-27,Customer Changed Mind,336.86,1
RET-000847,ORD-012231,LINE-022026,2024-03-24,Delivery Issue,1163.64,3
RET-000848,ORD-004887,LINE-008771,2024-02-22,Damaged Product,119.74,1
RET-000849,ORD-007818,LINE-014016,2024-12-24,Customer Changed Mind,410.16,1
RET-000850,ORD-008372,LINE-015015,2024-09-18,Damaged Product,131.15,1
RET-000851,ORD-012069,LINE-021720,2024-10-01,Product Not As Expected,184.09,1
RET-000852,ORD-003390,LINE-006089,2024-09-17,Customer Changed Mind,1476.0,2
RET-000853,ORD-009910,LINE-017838,2024-05-24,Customer Changed Mind,148.52,1
RET-000854,ORD-008318,LINE-014915,2024-05-26,Customer change of mind,561.43,1
RET-000855,ORD-003404,LINE-006117,2024-09-21,Customer Changed Mind,188.22,1
RET-000856,ORD-009472,LINE-017025,2024-07-24,Product Not As Expected,230.47,1
RET-000857,ORD-007903,LINE-014166,2024-02-14,Customer Changed Mind,676.46,1
RET-000858,ORD-004556,LINE-008171,2024-08-22,Product Not As Expected,39.06,1
RET-000859,ORD-005856,LINE-010468,2024-04-03,Customer change of mind,175.2,1
RET-000860,ORD-004550,LINE-008158,2024-05-21,Customer Changed Mind,276.78,1
RET-000861,ORD-001888,LINE-003358,2024-05-13,Damaged Product,1820.46,1
RET-000862,ORD-002510,LINE-004488,2024-10-12,Customer Changed Mind,243.92,1
RET-000863,ORD-010684,LINE-019252,2024-12-15,Delivery Issue,63.74,1
RET-000864,ORD-008796,LINE-015794,2024-07-20,Damaged Product,164.12,1
RET-000865,ORD-007647,LINE-013707,2025-01-07,Customer Changed Mind,122.34,1
RET-000866,ORD-003516,LINE-006307,2024-01-20,Damaged Product,872.32,3
RET-000867,ORD-001877,LINE-003341,2024-08-09,Customer Changed Mind,515.7,2
RET-000868,ORD-003080,LINE-005532,2024-05-26,Customer Changed Mind,101.31,1
RET-000869,ORD-003444,LINE-006185,2024-12-18,Customer Changed Mind,416.61,1
RET-000870,ORD-005271,LINE-009446,2024-12-08,Damaged Product,207.95,1
RET-000871,ORD-001430,LINE-002523,2024-08-08,Damaged Product,264.03,1
RET-000872,ORD-005720,LINE-010246,2024-05-10,Delivery Issue,482.63,1
RET-000873,ORD-012509,LINE-022534,2024-07-25,Delivery Issue,752.1,2
RET-000874,ORD-000757,LINE-001322,2025-01-22,Damaged Product,308.89,1
RET-000875,ORD-000091,LINE-000164,2024-08-16,Wrong Product,497.85,1
RET-000876,ORD-007632,LINE-013683,2024-02-25,Wrong Product,1246.7,1
RET-000877,ORD-009050,LINE-016274,2024-08-25,Product Not As Expected,444.19,1
RET-000878,ORD-000837,LINE-001459,2024-02-21,Delivery Issue,132.67,1
RET-000879,ORD-009188,LINE-016526,2024-07-07,Customer Changed Mind,228.99,1
RET-000880,ORD-013112,LINE-023630,2024-01-27,Customer Changed Mind,77.03,1
RET-000881,ORD-009667,LINE-017378,2024-11-19,Customer Changed Mind,60.74,1
RET-000882,ORD-011696,LINE-021068,2025-01-27,Customer Changed Mind,610.98,1
RET-000883,ORD-009367,LINE-016846,2024-02-02,Customer Changed Mind,231.81,1
RET-000884,ORD-005192,LINE-009313,2024-10-30,Product Not As Expected,197.66,1
RET-000885,ORD-004408,LINE-007906,2024-11-11,Customer Changed Mind,322.79,1
RET-000886,ORD-000637,LINE-001107,2025-01-22,Customer Changed Mind,636.4,3
RET-000887,ORD-006291,LINE-011273,2024-03-28,Damaged Product,490.87,1
RET-000888,ORD-008137,LINE-014593,2024-07-14,Delivery Issue,110.66,1
RET-000889,ORD-004131,LINE-007408,2024-02-10,Delivery Issue,214.14,1
RET-000890,ORD-009014,LINE-016195,2024-03-03,Customer Changed Mind,108.85,1
RET-000891,ORD-009787,LINE-017603,2024-10-08,Product Not As Expected,221.24,2
RET-000892,ORD-008895,LINE-015985,2024-08-28,Customer Changed Mind,157.82,1
RET-000893,ORD-005002,LINE-008961,2024-12-26,Product Not As Expected,422.19,2
RET-000894,ORD-000474,LINE-000832,2024-12-21,Customer Changed Mind,1232.9,1
RET-000895,ORD-007942,LINE-014232,2024-12-06,Customer Changed Mind,263.45,1
RET-000896,ORD-006087,LINE-010894,2025-01-16,Damaged Product,83.62,1
RET-000897,ORD-002716,LINE-004858,2024-07-29,Customer Changed Mind,496.74,1
RET-000898,ORD-011516,LINE-020763,2024-05-11,Customer Changed Mind,585.89,1
RET-000899,ORD-003089,LINE-005549,2024-01-23,Product Not As Expected,190.62,1
RET-000900,ORD-007856,LINE-014083,2024-07-25,Customer Changed Mind,130.15,1
RET-000901,ORD-004483,LINE-008036,2024-11-27,Product Not As Expected,287.03,1
RET-000902,ORD-011293,LINE-020359,2024-12-18,Wrong Product,603.48,1
RET-000903,ORD-012788,LINE-023042,2024-03-07,Customer Changed Mind,347.71,1
RET-000904,ORD-008462,LINE-015188,2024-09-06,Product Not As Expected,598.32,1
RET-000905,ORD-004070,LINE-007306,2024-08-06,Delivery Issue,234.75,2
RET-000906,ORD-005078,LINE-009104,2024-08-26,Product Not As Expected,305.95,1
RET-000907,ORD-001023,LINE-001786,2024-11-17,Damaged Product,49.63,1
RET-000908,ORD-002828,LINE-005075,2024-04-18,Customer Changed Mind,246.74,1
RET-000909,ORD-005205,LINE-009334,2024-10-08,Product Not As Expected,59.08,1
RET-000910,ORD-002074,LINE-003700,2024-12-18,Delivery Issue,233.52,2
RET-000911,ORD-001816,LINE-003217,2024-07-02,Product Not As Expected,431.55,1
RET-000912,ORD-011004,LINE-019817,2024-09-21,Product Not As Expected,129.59,1
RET-000913,ORD-008350,LINE-014977,2024-05-23,Product Not As Expected,165.85,1
RET-000914,ORD-012494,LINE-022507,2025-01-14,Customer Changed Mind,303.99,1
RET-000915,ORD-003384,LINE-006077,2024-03-16,Customer Changed Mind,389.2,1
RET-000916,ORD-013172,LINE-023733,2024-07-22,Delivery Issue,222.41,1
RET-000917,ORD-010656,LINE-019201,2024-06-20,Customer Changed Mind,209.94,1
RET-000918,ORD-000163,LINE-000291,2024-04-30,Product Not As Expected,995.44,1
RET-000919,ORD-009185,LINE-016521,2024-07-08,Delivery Issue,412.52,1
RET-000920,ORD-001028,LINE-001794,2025-01-16,Delivery Issue,362.03,2
RET-000921,ORD-012964,LINE-023375,2024-04-09,Damaged Product,157.41,1
RET-000922,ORD-006740,LINE-012033,2024-11-05,Damaged Product,988.79,1
RET-000923,ORD-006471,LINE-011585,2024-12-05,Product Not As Expected,330.79,2
RET-000924,ORD-009189,LINE-016528,2025-01-18,Customer Changed Mind,451.43,3
RET-000925,ORD-002042,LINE-003644,2024-09-06,Product Not As Expected,971.45,3
RET-000926,ORD-011466,LINE-020673,2024-06-12,Customer Changed Mind,333.29,1
RET-000927,ORD-009257,LINE-016650,2024-12-27,Damaged Product,273.94,2
RET-000928,ORD-010021,LINE-018048,2024-04-23,Customer Changed Mind,174.81,1
RET-000929,ORD-005188,LINE-009305,2024-04-24,Product Not As Expected,187.08,1
RET-000930,ORD-007737,LINE-013863,2024-11-17,Damaged Product,1855.69,1
RET-000931,ORD-000121,LINE-000218,2024-02-02,Customer Changed Mind,123.05,1
RET-000932,ORD-007643,LINE-013700,2024-03-02,Customer Changed Mind,929.94,2
RET-000933,ORD-008920,LINE-016034,2024-12-29,Product Not As Expected,433.87,1
RET-000934,ORD-006557,LINE-011720,2024-03-29,Delivery Issue,138.58,1
RET-000935,ORD-000109,LINE-000198,2024-11-30,Delivery Issue,103.69,2
RET-000936,ORD-007958,LINE-014262,2024-07-28,Delivery Issue,179.58,1
RET-000937,ORD-008916,LINE-016026,2024-11-08,Customer Changed Mind,485.96,1
RET-000938,ORD-002856,LINE-005124,2024-12-07,Customer Changed Mind,539.38,2
RET-000939,ORD-002723,LINE-004873,2024-05-17,Customer Changed Mind,255.77,1
RET-000940,ORD-007108,LINE-012689,2024-12-19,Customer Changed Mind,546.66,1
RET-000941,ORD-011287,LINE-020345,2024-02-04,Product Not As Expected,433.5,2
RET-000942,ORD-004266,LINE-007662,2024-06-01,Damaged Product,448.8,2
RET-000943,ORD-005510,LINE-009877,2024-10-09,Delivery Issue,172.03,1
RET-000944,ORD-001332,LINE-002335,2024-05-04,Customer Changed Mind,217.92,1
RET-000945,ORD-003897,LINE-007012,2025-01-12,Customer Changed Mind,93.73,1
RET-000946,ORD-006368,LINE-011409,2024-03-11,Delivery Issue,240.53,1
RET-000947,ORD-008373,LINE-015017,2024-03-11,Customer Changed Mind,1173.87,2
RET-000948,ORD-005026,LINE-009008,2024-08-15,Customer Changed Mind,808.3,3
RET-000949,ORD-004998,LINE-008955,2024-09-05,Damaged Product,1406.71,1
RET-000950,ORD-000433,LINE-000768,2024-01-26,Product Not As Expected,912.82,2
RET-000951,ORD-007838,LINE-014050,2024-02-16,Product Not As Expected,552.87,2
RET-000952,ORD-006772,LINE-012087,2024-08-06,Customer Changed Mind,443.24,1
RET-000953,ORD-010273,LINE-018497,2024-12-22,Customer Changed Mind,439.19,1
RET-000954,ORD-011759,LINE-021184,2024-12-15,Damaged Product,49.7,1
RET-000955,ORD-013068,LINE-023553,2024-05-01,Customer Changed Mind,1007.76,1
RET-000956,ORD-006395,LINE-011452,2024-12-26,Damaged Product,277.88,1
RET-000957,ORD-010560,LINE-019017,2024-04-24,Customer Changed Mind,512.28,1
RET-000958,ORD-009257,LINE-016649,2024-12-26,Product Not As Expected,177.74,1
RET-000959,ORD-008013,LINE-014364,2024-09-09,Customer Changed Mind,123.65,1
RET-000960,ORD-009452,LINE-016983,2024-12-15,Damaged Product,522.52,2
RET-000961,ORD-009302,LINE-016730,2024-08-12,Product Not As Expected,527.37,3
RET-000962,ORD-009799,LINE-017630,2024-10-09,Damaged Product,303.94,1
RET-000963,ORD-006940,LINE-012392,2024-09-18,Product Not As Expected,660.42,2
RET-000964,ORD-006605,LINE-011796,2024-11-02,Wrong Product,83.69,1
RET-000965,ORD-008388,LINE-015042,2025-01-04,Product Not As Expected,87.2,1
RET-000966,ORD-006792,LINE-012123,2024-03-23,Damaged Product,189.48,1
RET-000967,ORD-002309,LINE-004120,2024-11-13,Customer Changed Mind,580.9,2
RET-000968,ORD-010428,LINE-018768,2024-07-15,Customer Changed Mind,150.17,1
RET-000969,ORD-008452,LINE-015168,2025-01-04,Customer Changed Mind,973.23,3
RET-000970,ORD-009679,LINE-017404,2024-12-04,Customer Changed Mind,126.38,1
RET-000971,ORD-000185,LINE-000325,2024-04-02,Customer Changed Mind,81.28,2
RET-000972,ORD-011410,LINE-020569,2024-07-31,Customer Changed Mind,117.94,1
RET-000973,ORD-000652,LINE-001134,2024-02-12,Damaged Product,110.94,1
RET-000974,ORD-003876,LINE-006973,2024-12-20,Damaged Product,159.91,1
RET-000975,ORD-007968,LINE-014281,2024-01-31,Customer Changed Mind,72.97,1
RET-000976,ORD-012713,LINE-022916,2024-10-11,Customer Changed Mind,1037.42,2
RET-000977,ORD-007020,LINE-012540,2024-06-28,Wrong Product,262.1,2
RET-000978,ORD-009135,LINE-016428,2024-07-22,Damaged Product,99.93,1
RET-000979,ORD-003693,LINE-006641,2024-05-19,Damaged Product,522.03,2
RET-000980,ORD-009797,LINE-017624,2024-12-03,Customer Changed Mind,83.82,1
RET-000981,ORD-006758,LINE-012064,2024-03-25,Product Not As Expected,536.59,1
RET-000982,ORD-009746,LINE-017522,2024-09-15,Product Not As Expected,314.8,1
RET-000983,ORD-012564,LINE-022642,2024-12-09,Damaged Product,799.74,2
RET-000984,ORD-012028,LINE-021654,2024-03-12,Product Not As Expected,658.07,1
RET-000985,ORD-006297,LINE-011282,2024-06-16,Customer Changed Mind,187.8,1
RET-000986,ORD-003372,LINE-006052,2025-01-04,Product Not As Expected,89.77,1
RET-000987,ORD-002454,LINE-004387,2024-06-02,Damaged Product,333.6,1
RET-000988,ORD-009476,LINE-017031,2024-07-05,Customer Changed Mind,1531.85,2
RET-000989,ORD-002903,LINE-005211,2024-08-05,Customer Changed Mind,324.21,1
RET-000990,ORD-005711,LINE-010237,2024-08-02,Customer Changed Mind,244.36,1
RET-000991,ORD-008998,LINE-016170,2024-10-20,Product Not As Expected,230.16,2
RET-000992,ORD-004379,LINE-007860,2024-10-18,Damaged Product,561.12,1
RET-000993,ORD-005419,LINE-009708,2024-02-10,Damaged Product,143.0,1
RET-000994,ORD-008423,LINE-015116,2024-03-19,Customer Changed Mind,248.78,1
RET-000995,ORD-003841,LINE-006909,2024-12-26,Customer Changed Mind,557.64,1
RET-000996,ORD-011512,LINE-020758,2025-01-06,Customer Changed Mind,492.7,1
RET-000997,ORD-004816,LINE-008653,2025-01-26,Damaged Product,771.47,3
RET-000998,ORD-006519,LINE-011660,2024-12-30,Damaged Product,855.2,1
RET-000999,ORD-010200,LINE-018368,2024-12-03,Damaged Product,348.24,2
RET-001000,ORD-000504,LINE-000880,2024-07-02,Customer Changed Mind,270.59,2
RET-001001,ORD-002912,LINE-005229,2024-10-18,Product Not As Expected,325.11,1
RET-001002,ORD-008438,LINE-015139,2024-02-27,Damaged Product,190.24,1
RET-001003,ORD-012932,LINE-023315,2024-03-18,Product Not As Expected,1404.73,1
RET-001004,ORD-012108,LINE-021795,2024-04-22,Customer Changed Mind,582.17,1
RET-001005,ORD-013032,LINE-023492,2024-06-03,Delivery Issue,411.73,1
RET-001006,ORD-012675,LINE-022844,2024-10-03,Damaged Product,490.47,1
RET-001007,ORD-006573,LINE-011744,2024-01-17,Product Not As Expected,727.66,2
RET-001008,ORD-010514,LINE-018934,2025-01-18,Customer Changed Mind,128.26,1
RET-001009,ORD-011344,LINE-020450,2024-11-10,Delivery Issue,163.77,1
RET-001010,ORD-002221,LINE-003958,2024-08-13,Customer Changed Mind,330.96,1
RET-001011,ORD-013274,LINE-023924,2024-01-29,Customer Changed Mind,218.76,1
RET-001012,ORD-003383,LINE-006076,2025-01-17,Product Not As Expected,335.96,3
RET-001013,ORD-007254,LINE-012952,2024-02-19,Delivery Issue,333.77,1
RET-001014,ORD-000046,LINE-000082,2024-07-21,Damaged Product,514.78,2
RET-001015,ORD-004272,LINE-007671,2024-08-21,Customer Changed Mind,368.48,1
RET-001016,ORD-004867,LINE-008736,2024-03-26,Customer Changed Mind,364.62,3
RET-001017,ORD-002125,LINE-003805,2024-12-07,Delivery Issue,491.44,4
RET-001018,ORD-004148,LINE-007441,2025-01-22,Damaged Product,269.4,1
RET-001019,ORD-006715,LINE-011990,2024-08-25,Product Not As Expected,278.68,2
RET-001020,ORD-009993,LINE-017990,2024-03-21,Product Not As Expected,273.1,1
RET-001021,ORD-010886,LINE-019605,2024-11-30,Delivery Issue,1117.75,3
RET-001022,ORD-012482,LINE-022489,2024-09-02,Customer Changed Mind,126.1,1
RET-001023,ORD-006117,LINE-010941,2025-01-03,Customer Changed Mind,471.61,1
RET-001024,ORD-007109,LINE-012691,2024-02-14,Customer Changed Mind,69.49,2
RET-001025,ORD-013552,LINE-024403,2024-06-17,Customer Changed Mind,112.49,1
RET-001026,ORD-000183,LINE-000322,2024-03-29,Customer Changed Mind,308.15,1
RET-001027,ORD-006341,LINE-011363,2024-06-13,Product Not As Expected,65.23,1
RET-001028,ORD-006070,LINE-010856,2024-06-15,Product Not As Expected,575.26,1
RET-001029,ORD-012572,LINE-022653,2024-11-07,Wrong Product,143.84,1
RET-001030,ORD-006028,LINE-010780,2024-04-06,Product Not As Expected,1004.72,2
RET-001031,ORD-007929,LINE-014214,2024-05-30,Customer Changed Mind,300.98,1
RET-001032,ORD-009851,LINE-017722,2024-06-21,Wrong Product,241.69,1
RET-001033,ORD-000099,LINE-000178,2024-12-29,Customer Changed Mind,143.92,2
RET-001034,ORD-012229,LINE-022023,2024-07-22,Damaged Product,184.37,1
RET-001035,ORD-011145,LINE-020087,2024-02-21,Damaged Product,216.93,1
RET-001036,ORD-006964,LINE-012437,2024-05-03,Customer Changed Mind,292.22,2
RET-001037,ORD-001328,LINE-002326,2024-05-30,Delivery Issue,652.68,1
RET-001038,ORD-001132,LINE-001988,2024-09-07,Product Not As Expected,176.43,1
RET-001039,ORD-003170,LINE-005681,2024-02-18,Customer Changed Mind,330.31,2
RET-001040,ORD-009217,LINE-016577,2024-02-27,Customer Changed Mind,276.47,1
RET-001041,ORD-000869,LINE-001520,2024-04-01,Customer Changed Mind,375.88,1
RET-001042,ORD-002669,LINE-004773,2024-07-11,Product Not As Expected,489.0,2
RET-001043,ORD-013266,LINE-023915,2024-02-20,Customer Changed Mind,333.7,2
RET-001044,ORD-011497,LINE-020727,2024-06-22,Customer Changed Mind,97.21,1
RET-001045,ORD-010726,LINE-019326,2024-12-25,Wrong Product,247.18,1
RET-001046,ORD-004280,LINE-007684,2024-07-20,Delivery Issue,342.25,1
RET-001047,ORD-009013,LINE-016194,2024-04-09,Product Not As Expected,497.82,1
RET-001048,ORD-005529,LINE-009907,2024-06-08,Customer Changed Mind,75.76,1
RET-001049,ORD-004707,LINE-008434,2024-08-12,Wrong Product,244.0,1
RET-001050,ORD-011511,LINE-020756,2025-01-06,Wrong Product,1281.05,1
RET-001051,ORD-005557,LINE-009960,2024-03-18,Damaged Product,1482.45,3
RET-001052,ORD-007569,LINE-013574,2024-04-15,Product Not As Expected,231.09,1
RET-001053,ORD-013330,LINE-024021,2024-06-12,Delivery Issue,78.2,1
RET-001054,ORD-007683,LINE-013777,2024-06-25,Customer Changed Mind,76.8,1
RET-001055,ORD-012329,LINE-022209,2024-01-14,Customer Changed Mind,78.0,1
RET-001056,ORD-013553,LINE-024405,2024-03-13,Damaged Product,398.09,2
RET-001057,ORD-001212,LINE-002123,2024-12-27,Delivery Issue,91.94,1
RET-001058,ORD-010776,LINE-019415,2024-05-18,Damaged Product,429.42,1
RET-001059,ORD-000096,LINE-000173,2024-12-24,Product not as expected,534.15,1
RET-001060,ORD-009444,LINE-016968,2024-11-09,Customer Changed Mind,320.65,1
RET-001061,ORD-004619,LINE-008287,2024-12-08,Delivery Issue,166.45,1
RET-001062,ORD-012318,LINE-022186,2024-03-14,Customer Changed Mind,486.47,1
RET-001063,ORD-013425,LINE-024188,2024-08-14,Wrong Product,97.22,1
RET-001064,ORD-011500,LINE-020733,2024-09-21,Delivery Issue,442.8,1
RET-001065,ORD-003320,LINE-005954,2024-08-06,Product Not As Expected,318.82,1
RET-001066,ORD-001667,LINE-002946,2024-06-19,Wrong Product,87.47,1
RET-001067,ORD-013210,LINE-023807,2024-04-22,Damaged Product,216.85,1
RET-001068,ORD-001994,LINE-003555,2024-12-01,Customer Changed Mind,267.41,1
RET-001069,ORD-006027,LINE-010779,2024-02-27,Wrong Product,164.51,1
RET-001070,ORD-006187,LINE-011083,2024-05-03,Delivery Issue,957.89,1
RET-001071,ORD-008069,LINE-014469,2024-09-05,Damaged Product,289.09,1
RET-001072,ORD-007618,LINE-013666,2024-08-08,Product Not As Expected,488.89,1
RET-001073,ORD-002481,LINE-004440,2024-06-17,Customer Changed Mind,80.79,1
RET-001074,ORD-012083,LINE-021750,2024-03-26,Delivery Issue,211.36,1
RET-001075,ORD-008378,LINE-015027,2024-10-22,Customer Changed Mind,154.48,2
RET-001076,ORD-002972,LINE-005336,2024-12-29,Damaged Product,293.17,1
RET-001077,ORD-010791,LINE-019437,2024-10-22,Customer Changed Mind,121.32,1
RET-001078,ORD-012482,LINE-022490,2024-08-22,Delivery Issue,409.74,1
RET-001079,ORD-009889,LINE-017789,2024-10-15,Customer Changed Mind,303.78,1
RET-001080,ORD-001320,LINE-002309,2024-12-14,Customer Changed Mind,117.89,1
RET-001081,ORD-003676,LINE-006610,2024-10-15,Damaged Product,390.56,1
RET-001082,ORD-004492,LINE-008047,2024-08-19,Customer Changed Mind,271.01,1
