Marketing_ID,Date,Country,Channel,Campaign_ID,Campaign_Name,Spend,Impressions,Clicks
MKT-000692,2024-03-17,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,178.83,2276,91
MKT-000693,2024-03-17,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,163.41,7353,156
MKT-000694,2024-03-18,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,403.32,22166,1193
MKT-000695,2024-03-18,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,708.69,10396,396
MKT-000696,2024-03-18,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,638.87,20750,532
MKT-000697,2024-03-18,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,56.94,2685,151
MKT-000698,2024-03-18,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,121.39,2286,67
MKT-000699,2024-03-18,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,91.05,7685,172
MKT-000700,2024-03-18,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,94.77,5394,321
MKT-000701,2024-03-18,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,283.42,3747,131
MKT-000702,2024-03-18,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,201.30,9536,186
MKT-000703,2024-03-19,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,385.72,30424,1840
MKT-000704,2024-03-19,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,685.36,15442,631
MKT-000705,2024-03-19,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,504.18,32544,641
MKT-000706,2024-03-19,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,56.85,2375,140
MKT-000707,2024-03-19,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,109.95,2988,108
MKT-000708,2024-03-19,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,106.78,5762,145
MKT-000709,2024-03-19,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,96.65,5692,345
MKT-000710,2024-03-19,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,249.93,4671,142
MKT-000711,2024-03-19,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,202.07,12642,213
MKT-000712,2024-03-20,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,331.37,22571,1094
MKT-000713,2024-03-20,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,638.27,9489,348
MKT-000714,2024-03-20,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,537.08,36523,541
MKT-000715,2024-03-20,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,53.68,6304,389
MKT-000716,2024-03-20,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,122.88,2989,112
MKT-000717,2024-03-20,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,85.28,2952,68
MKT-000718,2024-03-20,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,120.39,14564,586
MKT-000719,2024-03-20,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,248.78,2751,121
MKT-000720,2024-03-20,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,180.73,7039,148
MKT-000721,2024-03-21,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,325.99,22198,1242
MKT-000722,2024-03-21,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,731.13,10396,475
MKT-000723,2024-03-21,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,558.56,27362,500
MKT-000724,2024-03-21,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,43.56,2468,115
MKT-000725,2024-03-21,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,109.66,2116,78
MKT-000726,2024-03-21,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,118.88,9741,142
MKT-000727,2024-03-21,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,81.40,5401,269
MKT-000728,2024-03-21,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,215.01,4793,140
MKT-000729,2024-03-21,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,157.67,12527,206
MKT-000730,2024-03-22,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,349.47,34836,2198
MKT-000731,2024-03-22,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,852.89,21305,739
MKT-000732,2024-03-22,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,569.87,41632,1047
MKT-000733,2024-03-22,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,45.69,10823,427
MKT-000734,2024-03-22,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,111.38,2932,111
MKT-000735,2024-03-22,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,77.48,6323,88
MKT-000736,2024-03-22,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,111.47,13054,515
MKT-000737,2024-03-22,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,266.06,6806,237
MKT-000738,2024-03-22,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,188.03,9329,237
MKT-000739,2024-03-23,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,309.07,39178,1531
MKT-000740,2024-03-23,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,718.78,14581,491
MKT-000741,2024-03-23,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,563.42,42330,841
MKT-000742,2024-03-23,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,49.51,9293,364
MKT-000743,2024-03-23,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,137.27,3157,104
MKT-000744,2024-03-23,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,75.12,8788,126
MKT-000745,2024-03-23,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,116.15,8588,349
MKT-000746,2024-03-23,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,255.28,3813,143
MKT-000747,2024-03-23,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,166.76,6931,171
MKT-000748,2024-03-24,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,304.84,24595,1829
MKT-000749,2024-03-24,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,805.22,18242,601
MKT-000750,2024-03-24,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,548.79,58956,938
MKT-000751,2024-03-24,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,49.42,4920,220
MKT-000752,2024-03-24,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,91.77,2531,108
MKT-000753,2024-03-24,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,78.19,5986,78
MKT-000754,2024-03-24,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,89.29,6228,330
MKT-000755,2024-03-24,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,248.39,4966,121
MKT-000756,2024-03-24,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,178.56,8558,156
MKT-000757,2024-03-25,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,344.97,26831,1099
MKT-000758,2024-03-25,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,828.75,9463,423
MKT-000759,2024-03-25,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,653.72,55966,1371
MKT-000760,2024-03-25,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,65.28,2854,179
MKT-000761,2024-03-25,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,146.28,2238,88
MKT-000762,2024-03-25,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,91.60,5111,119
MKT-000763,2024-03-25,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,96.22,3905,244
MKT-000764,2024-03-25,Spain,Google Ads,CAMP-ES-GGL-021,Black Friday Search ES,227.26,4249,153
MKT-000765,2024-03-25,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,222.75,12216,244
MKT-000766,2024-03-26,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,360.93,19777,1009
MKT-000767,2024-03-26,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,829.97,32059,1267
MKT-000768,2024-03-26,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,514.67,15611,369
MKT-000769,2024-03-26,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,58.90,4093,242
MKT-000770,2024-03-26,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,143.60,2529,104
MKT-000771,2024-03-26,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,73.44,3576,63
MKT-000772,2024-03-26,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,96.29,5476,318
MKT-000773,2024-03-26,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,249.61,5287,157
MKT-000774,2024-03-26,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,244.81,21103,323
MKT-000775,2024-03-27,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,330.44,17838,951
MKT-000776,2024-03-27,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,807.04,19140,488
MKT-000777,2024-03-27,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,629.91,51318,841
MKT-000778,2024-03-27,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,54.21,4768,296
MKT-000779,2024-03-27,Portugal,Google Ads,CAMP-PT-GGL-046,Home Decor Search PT,88.64,1984,62
MKT-000780,2024-03-27,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,85.94,5995,128
MKT-000781,2024-03-27,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,91.19,9013,590
MKT-000782,2024-03-27,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,220.88,3179,97
MKT-000783,2024-03-27,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,176.81,14033,214
MKT-000784,2024-03-28,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,323.35,37380,1552
MKT-000785,2024-03-28,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,853.27,10948,505
MKT-000786,2024-03-28,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,603.51,67465,1082
MKT-000787,2024-03-28,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,56.25,5587,361
MKT-000788,2024-03-28,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,126.24,2725,101
MKT-000789,2024-03-28,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,101.16,6919,106
MKT-000790,2024-03-28,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,113.24,7306,308
MKT-000791,2024-03-28,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,231.93,2835,121
MKT-000792,2024-03-28,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,162.90,7838,144
MKT-000793,2024-03-29,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,401.48,39733,1599
MKT-000794,2024-03-29,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,779.68,12597,426
MKT-000795,2024-03-29,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,679.09,28792,558
MKT-000796,2024-03-29,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,52.68,4562,202
MKT-000797,2024-03-29,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,137.14,3128,112
MKT-000798,2024-03-29,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,112.79,5462,145
MKT-000799,2024-03-29,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,104.71,4735,336
MKT-000800,2024-03-29,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,262.47,4751,154
MKT-000801,2024-03-29,Spain,Meta Ads,CAMP-ES-MTA-045,Black Friday Campaign ES,236.30,9171,205
MKT-000802,2024-03-30,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,336.67,21793,1041
MKT-000803,2024-03-30,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,784.76,21502,668
MKT-000804,2024-03-30,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,506.35,27319,747
MKT-000805,2024-03-30,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,55.25,4572,317
MKT-000806,2024-03-30,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,113.43,3289,114
MKT-000807,2024-03-30,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,88.09,4106,72
MKT-000808,2024-03-30,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,113.22,5925,388
MKT-000809,2024-03-30,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,274.08,6046,254
MKT-000810,2024-03-30,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,196.58,12432,185
MKT-000811,2024-03-31,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,298.36,29499,1272
MKT-000812,2024-03-31,France,Google Ads,CAMP-FR-GGL-001,Seasonal Search FR,576.04,10263,416
MKT-000813,2024-03-31,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,468.02,21178,548
MKT-000814,2024-03-31,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,46.80,3582,192
MKT-000815,2024-03-31,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT ,114.47,1997,85
MKT-000816,2024-03-31,Portugal,Meta Ads,CAMP-PT-MTA-008,Home Refresh PT,69.88,3224,69
MKT-000817,2024-03-31,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,92.42,4503,263
MKT-000818,2024-03-31,Spain,Google Ads,CAMP-ES-GGL-013,Brand Search ES,182.23,3410,108
MKT-000819,2024-03-31,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,184.27,5927,135
MKT-000820,2024-04-01,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,290.22,12408,742
MKT-000821,2024-04-01,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,750.19,10442,496
MKT-000822,2024-04-01,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,516.95,38924,777
MKT-000823,2024-04-01,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,48.16,6027,283
MKT-000824,2024-04-01,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,114.92,1980,85
MKT-000825,2024-04-01,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,94.07,5021,83
MKT-000826,2024-04-01,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,121.24,7053,483
MKT-000827,2024-04-01,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,262.81,3934,165
MKT-000828,2024-04-01,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,216.27,11817,174
MKT-000829,2024-04-02,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,373.03,39528,2657
MKT-000830,2024-04-02,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,765.03,23958,1018
MKT-000831,2024-04-02,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,570.65,21552,490
MKT-000832,2024-04-02,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,42.52,1653,115
MKT-000833,2024-04-02,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,119.07,1891,61
MKT-000834,2024-04-02,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,123.07,10913,150
MKT-000835,2024-04-02,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,100.83,6044,245
MKT-000836,2024-04-02,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,232.93,4254,160
MKT-000837,2024-04-02,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,198.27,12220,214
MKT-000838,2024-04-03,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,316.56,15787,877
MKT-000839,2024-04-03,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,881.80,21324,810
MKT-000840,2024-04-03,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,499.12,27842,705
MKT-000841,2024-04-03,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,53.83,4253,235
MKT-000842,2024-04-03,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,124.86,1423,65
MKT-000843,2024-04-03,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,84.81,3189,69
MKT-000844,2024-04-03,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,108.53,5790,339
MKT-000845,2024-04-03,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,246.30,9867,239
MKT-000846,2024-04-03,Spain,Meta Ads,CAMP-ES-MTA-029,Summer Living ES,186.84,6801,146
MKT-000847,2024-04-04,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,363.90,25492,1251
MKT-000848,2024-04-04,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,980.95,12801,547
MKT-000849,2024-04-04,France,Meta Ads,CAMP-FR-MTA-019,Summer Living FR,588.01,31382,521
MKT-000850,2024-04-04,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,54.40,3640,200
MKT-000851,2024-04-04,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,122.60,2386,88
MKT-000852,2024-04-04,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,100.99,6272,127
MKT-000853,2024-04-04,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,108.19,4516,259
MKT-000854,2024-04-04,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,264.24,3938,131
MKT-000855,2024-04-04,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,194.70,12937,207
MKT-000856,2024-04-05,France,Email Marketing,CAMP-FR-EML-042,Newsletter FR,358.31,13534,1022
MKT-000857,2024-04-05,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,898.03,16222,524
MKT-000858,2024-04-05,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,587.72,41977,875
MKT-000859,2024-04-05,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,68.50,8631,549
MKT-000860,2024-04-05,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,110.34,2806,99
MKT-000861,2024-04-05,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,88.21,3124,72
MKT-000862,2024-04-05,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,130.76,7315,327
MKT-000863,2024-04-05,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,280.13,4451,181
MKT-000864,2024-04-05,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,164.25,13768,204
MKT-000865,2024-04-06,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,391.53,38230,1847
MKT-000866,2024-04-06,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,659.33,14364,526
MKT-000867,2024-04-06,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,689.24,26270,759
MKT-000868,2024-04-06,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,55.34,4139,221
MKT-000869,2024-04-06,Portugal,Google Ads,CAMP-PT-GGL-037,Furniture Search PT,143.45,1772,73
MKT-000870,2024-04-06,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,95.52,5117,102
MKT-000871,2024-04-06,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,79.76,6538,364
MKT-000872,2024-04-06,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,223.18,5794,137
MKT-000873,2024-04-06,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,215.38,9702,171
MKT-000874,2024-04-07,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,334.61,34540,2070
MKT-000875,2024-04-07,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,748.13,33275,931
MKT-000876,2024-04-07,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,590.82,28276,622
MKT-000877,2024-04-07,Portugal,Email Marketing,CAMP-PT-EML-018,Product Launch PT,46.76,2946,182
MKT-000878,2024-04-07,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,116.15,2916,111
MKT-000879,2024-04-07,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,79.91,3601,87
MKT-000880,2024-04-07,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,91.12,8939,431
MKT-000881,2024-04-07,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,221.28,6176,213
MKT-000882,2024-04-07,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,166.74,5891,156
MKT-000883,2024-04-08,France,Email Marketing,CAMP-FR-EML-020,Loyal Customer Offer FR,353.88,20512,1023
MKT-000884,2024-04-08,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,697.76,21024,791
MKT-000885,2024-04-08,France,Meta Ads,CAMP-FR-MTA-039,Black Friday Campaign FR,588.81,23191,490
MKT-000886,2024-04-08,Portugal,Email Marketing,CAMP-PT-EML-033,Newsletter PT,55.23,3717,233
MKT-000887,2024-04-08,Portugal,Google Ads,CAMP-PT-GGL-007,Seasonal Search PT,123.24,2040,72
MKT-000888,2024-04-08,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,112.64,4258,94
MKT-000889,2024-04-08,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,135.36,6459,343
MKT-000890,2024-04-08,Spain,Google Ads,CAMP-ES-GGL-043,Home Decor Search ES,238.71,3706,154
MKT-000891,2024-04-08,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,199.61,14396,218
MKT-000892,2024-04-09,France,Email Marketing,CAMP-FR-EML-003,Flash Sale FR,316.59,21839,1334
MKT-000893,2024-04-09,France,Google Ads,CAMP-FR-GGL-027,Brand Search FR,788.84,28397,1073
MKT-000894,2024-04-09,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,548.52,38940,698
MKT-000895,2024-04-09,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,53.76,4114,222
MKT-000896,2024-04-09,Portugal,Google Ads,CAMP-PT-GGL-024,Christmas Search PT,105.10,2220,84
MKT-000897,2024-04-09,Portugal,Meta Ads,CAMP-PT-MTA-017,Black Friday Campaign PT,100.63,11141,168
MKT-000898,2024-04-09,Spain,Email Marketing,CAMP-ES-EML-030,Product Launch ES,130.09,15891,691
MKT-000899,2024-04-09,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,223.50,3661,130
MKT-000900,2024-04-09,Spain,Meta Ads,CAMP-ES-MTA-040,Spring Collection ES,218.60,10980,229
MKT-000901,2024-04-10,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,252.33,14554,760
MKT-000902,2024-04-10,France,Google Ads,CAMP-FR-GGL-041,Black Friday Search FR,878.54,12112,474
MKT-000903,2024-04-10,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,612.09,35752,854
MKT-000904,2024-04-10,Portugal,Email Marketing,CAMP-PT-EML-038,Loyal Customer Offer PT,50.87,5438,291
MKT-000905,2024-04-10,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,82.04,1135,49
MKT-000906,2024-04-10,Portugal,Meta Ads,CAMP-PT-MTA-044,Christmas Inspiration PT,86.83,5939,114
MKT-000907,2024-04-10,Spain,Email Marketing,CAMP-ES-EML-048,Welcome Series ES,111.28,5002,269
MKT-000908,2024-04-10,Spain,Google Ads,CAMP-ES-GGL-004,Seasonal Search ES,259.38,6431,183
MKT-000909,2024-04-10,Spain,Meta Ads,CAMP-ES-MTA-014,Spain Expansion ES,185.19,10631,153
MKT-000910,2024-04-11,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,292.82,26641,1179
MKT-000911,2024-04-11,France,Google Ads,CAMP-FR-GGL-034,Furniture Search FR,755.58,14956,587
MKT-000912,2024-04-11,France,Meta Ads,CAMP-FR-MTA-002,Home Refresh FR,484.51,30621,500
MKT-000913,2024-04-11,Portugal,Email Marketing,CAMP-PT-EML-026,Seasonal Promotion PT,49.78,2593,160
MKT-000914,2024-04-11,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,118.07,1835,65
MKT-000915,2024-04-11,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,100.54,8908,145
MKT-000916,2024-04-11,Spain,Email Marketing,CAMP-ES-EML-015,Seasonal Promotion ES,112.41,10262,491
MKT-000917,2024-04-11,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,237.58,3947,132
MKT-000918,2024-04-11,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,164.27,17302,279
MKT-000919,2024-04-12,France,Email Marketing,CAMP-FR-EML-012,Seasonal Promotion FR,371.90,23995,1608
MKT-000920,2024-04-12,France,Google Ads,CAMP-FR-GGL-047,Christmas Search FR,819.48,12946,460
MKT-000921,2024-04-12,France,Meta Ads,CAMP-FR-MTA-011,Spring Collection FR,617.16,38313,767
MKT-000922,2024-04-12,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,55.10,4296,248
MKT-000923,2024-04-12,Portugal,Google Ads,CAMP-PT-GGL-016,Black Friday Search PT,122.03,1661,55
MKT-000924,2024-04-12,Portugal,Meta Ads,CAMP-PT-MTA-025,Summer Living PT,109.53,8227,98
MKT-000925,2024-04-12,Spain,Email Marketing,CAMP-ES-EML-023,Newsletter ES,94.62,4772,271
MKT-000926,2024-04-12,Spain,Google Ads,CAMP-ES-GGL-049,Christmas Search ES,213.26,3218,134
MKT-000927,2024-04-12,Spain,Meta Ads,CAMP-ES-MTA-005,Home Refresh ES,188.39,6548,165
MKT-000928,2024-04-13,France,Email Marketing,CAMP-FR-EML-028,Product Launch FR,279.34,28068,1981
MKT-000929,2024-04-13,France,Google Ads,CAMP-FR-GGL-010,Home Decor Search FR,835.73,29956,842
MKT-000930,2024-04-13,France,Meta Ads,CAMP-FR-MTA-035,Christmas Inspiration FR,523.20,33843,890
MKT-000931,2024-04-13,Portugal,Email Marketing,CAMP-PT-EML-009,Flash Sale PT,49.61,3015,196
MKT-000932,2024-04-13,Portugal,Google Ads,CAMP-PT-GGL-031,Brand Search PT,101.37,3809,93
MKT-000933,2024-04-13,Portugal,Meta Ads,CAMP-PT-MTA-032,Spring Collection PT,93.96,3133,75
MKT-000934,2024-04-13,Spain,Email Marketing,CAMP-ES-EML-006,Flash Sale ES,90.72,7393,345
MKT-000935,2024-04-13,Spain,Google Ads,CAMP-ES-GGL-036,Furniture Search ES,228.43,4014,104
MKT-000936,2024-04-13,Spain,Meta Ads,CAMP-ES-MTA-022,Christmas Inspiration ES,184.94,9592,200
